SC_ID,Supplier_Name,Commodity_Name,Year,Month,Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,GHG_Scope1_Intensity,GHG_Scope2_Intensity,GHG_Scope3_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Certifications_Active,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Incident_History_Count,Labour_Compliance_Score,Diversity_Index,Financial_Stability_Score,Freight_Cost,Cost_Index,Commodity_Price_Index,Commodity_Demand,Trade_Volume,Logistics_Distance_km,Risk_Classification
SC0003191,ARCELORMITTAL BRASIL,"Flat steel, long steel products",2020,FEB,BRAZIL,LAC,1,Steel & Metallurgical,75.27,75.1,79.68,77.13,0.5643,6.517,0.929,7.858,525.43,0.755,0.046,2,0,None,29,3976,0.716,0.083,0,76.15,0.074,46.51,19857.77,0.794,0.603,43689,10045,1952,High
SC0003192,HITACHI METALS (PROTERIAL),Specialty alloys and magnetic materials,2020,FEB,JAPAN,EAP,1,Industrial Manufacturing & Construction,67.8,69.61,70.71,63.02,0.0799,2.124,1.334,4.1,207.49,0.33,0.96,3,0,None,79,3597,0.541,0.02,0,62.7,0.449,77.34,22582.23,0.721,1.001,13540,20604,337,Moderate
SC0003193,SABIC (SAUDI BASIC INDUSTRIES CORPORATION),"Olefins, polyolefins, glycols, aromatics, engineering plastics, specialty chemicals",2020,FEB,SAUDI ARABIA,MENA-AP,1,Chemicals & Petrochemicals,66.01,66.25,71.22,64.56,0.3617,1.427,0.966,3.017,315.64,0.354,0.359,2,1,SA8000; FSSC 22000,18,8625,0.754,0.049,1,69.82,0.315,88.23,9728.82,0.801,1.038,13541,10931,7165,High
SC0003194,BYD SEMICONDUCTOR,Automotive-grade semiconductors,2020,FEB,CHINA,EAP,1,"Electronics, Semiconductors & Technology",78.39,66.41,83.09,79.79,0.2455,1.826,1.708,3.419,128.71,0.722,0.741,1,1,SA8000; ISO 9001,24,558,0.844,0.05,0,83.61,0.109,95.9,27755.13,1.019,0.906,24931,14828,878,Moderate
SC0003195,ACACIA MINING,Gold (artisanal and industrial),2020,FEB,TANZANIA,SSA,1,Metals & Mining (Primary),68.61,68.5,71.19,63.1,0.1318,0.344,0.043,2.31,178.37,0.616,0.34,3,1,None,53,12678,0.8,0.0,2,78.68,0.655,74.43,30.132.85,1.226,0.752,61180,15009,1898,Moderate
SC0003196,BAHRAIN PETROLEUM COMPANY (BAPCO),"Crude oil refining, fuels, lubricants",2020,FEB,BAHRAIN,MENA-AP,1,"Oil, Gas & Refining",66.68,66.11,74.06,66.62,0.6616,3.051,0.502,8.859,125.85,0.987,0.154,3,0,None,13,4490,0.827,0.043,1,82.39,0.318,54.59,22595.31,1.182,0.806,50420,13611,6373,High
SC0003197,COROMANDEL INTERNATIONAL (MURUGAPPA GROUP),Phosphate and potash fertilizers,2020,FEB,INDIA,SA,1,Fertilizers,46.57,45.52,41.07,49.08,0.1238,2.444,0.779,1.372,222.05,0.6,0.26,2,0,BRCGS; LEED,43,5,0.572,0.077,0,57.39,0.371,54.26,25625.78,1.177,0.718,38270,8170,4520,High
SC0003198,HYUNDAI STEEL,Steel plates and automotive steel sheets,2020,FEB,SOUTH KOREA,EAP,1,Industrial Manufacturing & Construction,79.16,76.66,82.2,79.17,0.1818,3.733,0.39,4.907,196.05,0.64,0.463,1,1,ISO 9001; SA8000,17,2558,0.621,0.0,1,77.46,0.329,79.44,1871.09,1.12,0.834,50944,6438,2569,High
SC0003199,OCI COMPANY LTD.,Polysilicon for solar cells,2020,FEB,SOUTH KOREA,EAP,1,Energy & Utilities,48.23,42.61,49.87,49.96,0.0744,2.107,0.726,2.639,208.13,0.559,0.221,1,0,None,16,16169,0.531,0.004,1,80.82,0.493,65.71,26277.49,1.038,1.195,40686,22887,1998,High
SC0003200,GENERAL MOTORS (GM),Automobiles and automotive components,2020,FEB,UNITED STATES,NA,1,Automotive & Transportation,62.67,60.84,58.47,67.05,0.1055,1.351,1.227,0.581,178.12,0.68,0.79,2,1,BRCGS; FSSC 22000,30,6359,0.605,0.0,2,84.34,0.244,70.14,17287.95,0.787,0.976,20866,14546,2858,High
SC0003201,BARRY CALLEBAUT (SOURCING OPS),Cocoa sourcing and semi-processed cocoa products,2020,FEB,IVORY COAST,SSA,1,Food & Beverage Processing,69.38,63.13,80.89,67.63,0.0749,1.069,0.617,1.51,137.61,0.445,0.572,2,1,None,14,2078,0.679,0.024,1,90.21,0.315,88.28,6463.76,1.209,1.022,58483,12843,1542,Moderate
SC0003202,JORDAN PETROLEUM REFINERY COMPANY (JPRC),Refined fuels,2020,FEB,JORDAN,MENA-AP,1,"Oil, Gas & Refining",73.29,62.19,75.51,77.64,0.7549,3.353,2.22,2.804,436.37,0.741,0.573,3,1,None,4,4955,0.857,0.081,1,94.25,0.114,60.29,24725.12,1.045,1.441,56842,10897,3200,High
SC0003203,RIO TINTO EUROPE,"Iron ore, aluminum, copper",2020,FEB,UNITED KINGDOM,ECA,1,Metals & Mining (Primary),77.42,77.7,82.87,73.03,1.2795,1.487,0.312,6.226,485.45,0.296,0.261,3,1,LEED,32,6,0.625,0.028,1,72.81,0.145,70.82,17676.65,1.235,0.484,14539,14895,6400,High
SC0003204,MALDIVES INDUSTRIAL FISHERIES COMPANY (MIFCO),"Frozen tuna, tuna loins, canned tuna",2020,FEB,MALDIVES,SA,1,Food & Beverage Processing,74.92,74.64,74.83,78.78,0.0834,1.073,0.404,2.144,122.73,0.405,0.359,2,1,None,14,7913,0.753,0.0,0,89.07,0.541,44.47,19328.65,1.203,1.349,28194,8920,4283,Moderate
SC0003205,SHAND CONSTRUCTION AND QUARRY SUPPLIERS,"Limestone, sands and aggregates (construction)",2020,FEB,MADAGASCAR,SSA,2,Metals & Mining (Primary),53.79,49.43,67.48,51.19,0.124,3.028,0.137,1.866,217.37,0.536,0.446,2,1,None,42,3517,0.616,0.116,0,83.76,0.19,66.24,26965.08,1.15,1.314,15087,5354,3511,High
SC0003206,DOMINICAN REPUBLIC Â CONSORCIO DE EMPRESAS AZUCARERAS,"Sugar, refined sugar products",2020,FEB,DOMINICAN REPUBLIC,LAC,2,Food & Beverage Processing,68.02,65.13,65.87,73.21,0.1435,2.169,0.529,2.509,174.7,0.556,0.463,1,1,ISO 9001,32,4903,0.562,0.136,0,81.01,0.427,53.08,14410.37,1.374,1.238,38100,20153,4479,High
SC0003207,FIAT (STELLANTIS),Automobiles and components,2020,FEB,ITALY,ECA,1,Automotive & Transportation,84.28,76.4,88.43,86.99,0.1077,1.738,0.964,0.326,46.4,0.29,0.397,3,1,ISO 14001,35,3631,0.8,0.11,0,86.25,0.221,90.83,21761.81,0.851,1.075,31391,2778,3248,Moderate
SC0003208,CARGILL,"Grains, oilseeds, meat products",2020,FEB,UNITED STATES,NA,1,Agriculture & Agribusiness,82.55,89.59,82.19,69.24,0.0948,1.088,0.289,1.991,230.73,0.847,0.0,2,1,LEED; Fairtrade,12,4201,0.681,0.063,2,90.63,0.132,79.17,35301.03,1.045,1.216,49482,15999,5842,Moderate
SC0003209,PT KRAKATAU STEEL,Hot-rolled and cold-rolled steel,2020,FEB,INDONESIA,EAP,1,Industrial Manufacturing & Construction,66.5,58.68,74.23,65.22,0.1619,2.654,0.527,3.133,146.91,0.458,0.587,2,1,None,36,19517,0.79,0.082,0,95.16,0.695,49.98,16603.41,1.264,0.552,37109,14815,2581,Moderate
SC0003210,IKEA INDUSTRY,"Furniture components, wood materials",2020,FEB,SWEDEN,ECA,1,Industrial Manufacturing & Construction,78.5,71.08,80.24,80.47,0.0387,0.01,1.051,2.572,157.93,0.714,0.334,2,0,None,13,16904,0.735,0.019,0,85.26,0.162,64.47,8753.58,1.103,0.788,35621,9943,3690,Moderate
SC0003211,NAFTAL,Fuel distribution and marketing,2020,FEB,ALGERIA,MENA-AP,1,"Oil, Gas & Refining",55.96,57.32,54.23,57.7,0.5778,2.876,1.069,2.107,184.66,0.861,0.119,2,1,SA8000,25,4755,0.653,0.101,0,80.35,0.181,96.47,12890.99,0.891,0.87,45062,7562,113,High
SC0003212,TVS MOTOR COMPANY,"Motorcycles, auto components",2020,FEB,INDIA,SA,1,Automotive & Transportation,59.55,76.53,74.73,83.28,0.1904,1.914,1.308,1.957,94.17,0.99,0.291,0,0,None,11,4107,0.154,0.063,5,90.84,0.284,30.16,66865.35,1.079,1.091,13742,21040,997,High
SC0003213,SOMDIAA GROUP,"Sugar, wheat, maize flour, animal feed",2020,FEB,SENEGAL,SSA,2,Agriculture & Agribusiness,59.42,58.06,61.78,60.03,0.0553,2.217,0.694,4.844,279.0,0.643,0.311,3,0,Fairtrade,6,10423,0.53,0.012,2,75.89,0.185,67.38,33326.35,0.983,0.832,38566,15661,3029,High
SC0003214,COMPAGNIE DES BAUXITES DE GUINÃ©E (CBG),Bauxite (export ore),2020,FEB,GUINEA,SSA,1,Metals & Mining (Primary),57.52,61.05,55.4,55.37,0.0765,1.794,0.803,1.919,177.55,0.263,0.372,1,1,None,35,9850,0.513,0.099,1,92.49,0.237,69.03,17023.31,0.482,1.045,30376,22045,4738,High
SC0003215,VALE (MOATIZE COAL MINE),Thermal coal (export quality),2020,FEB,MOZAMBIQUE,SSA,1,Metals & Mining (Primary),65.63,63.14,67.19,67.44,0.2212,1.957,1.47,2.871,195.96,0.896,0.231,3,1,ISO 9001; Fairtrade,61,15303,0.612,0.121,1,89.46,0.117,92.34,40011.82,0.884,0.947,16503,15413,2445,High
SC0003216,CONAPROLE,"Milk powder, dairy products",2020,FEB,URUGUAY,LAC,1,Food & Beverage Processing,82.62,76.84,90.18,78.45,0.1072,0.764,0.469,1.534,199.21,0.548,0.267,1,1,None,3,10062,0.656,0.062,0,85.67,0.393,61.5,324.35,0.934,0.679,16931,2190,3610,Moderate
SC0003217,FORTESCUE METALS GROUP,Iron ore,2020,FEB,AUSTRALIA,EAP,1,Metals & Mining (Primary),56.29,47.99,70.3,48.21,1.3058,5.065,1.791,5.211,647.52,0.682,0.181,3,1,None,42,9497,0.657,0.039,0,73.23,0.185,77.51,15936.36,1.096,0.811,38157,10658,4986,High
SC0003218,COCOA COOPERATIVES (SMALLHOLDER EXPORTERS),Raw cocoa beans and premium cocoa,2020,FEB,PERU,LAC,2,Agriculture & Agribusiness,61.63,57.27,64.93,63.8,0.0697,1.07,0.806,1.785,109.12,0.524,0.0,2,1,ISO 9001,24,11700,0.851,0.025,1,93.13,0.012,59.47,22433,0.701,0.855,35355,22980,6192,Moderate
SC0003219,RUSAL (UC RUSAL),Aluminium products,2020,FEB,RUSSIA,ECA,1,Metals & Mining (Primary),79.45,79.94,73.91,80.61,1.1449,5.069,1.76,7.417,561.89,0.815,0.0,2,0,None,29,7030,0.783,0.141,1,88.17,0.612,88.13,16167.05,0.966,1.142,39404,14739,3105,High
SC0003220,TOTALENERGIES,"Refined fuels, petrochemicals",2020,FEB,FRANCE,ECA,1,"Oil, Gas & Refining",56.56,59.54,55.96,59.43,0.8723,1.322,0.692,7.141,511.88,0.407,0.69,1,0,SA8000,25,6355,0.751,0.096,0,90.97,0.261,81.67,23145.1,0.652,1.186,58800,1330,431,High
SC0003221,ADARO ENERGY,Thermal coal and mining products,2020,FEB,INDONESIA,EAP,1,Energy & Utilities,73.89,62.21,71.82,88.55,0.1424,1.655,0.928,1.771,174.63,0.491,0.325,2,1,FSSC 22000,42,4953,0.831,0.063,0,73.77,0.486,50.56,4244.64,0.892,0.865,21008,3325,101,Moderate
SC0003222,CISCO SYSTEMS,Networking equipment and routers,2020,FEB,UNITED STATES,NA,1,"Electronics, Semiconductors & Technology",66.36,64.06,74.8,66.67,0.1127,2.027,1.443,3.194,208.88,0.538,0.126,1,1,ISO 14001,25,5618,0.773,0.137,0,71.53,0.779,55.93,43080.39,0.665,1.302,56689,4676,2615,High
SC0003223,RUSAL (UC RUSAL),Aluminium products,2020,FEB,RUSSIA,ECA,1,Metals & Mining (Primary),68.89,65.48,74.76,65.99,0.8663,5.805,2.203,6.509,656.49,0.689,0.464,2,1,LEED,46,10687,0.581,0.117,0,90.0,0.534,71.08,25175.63,0.644,0.94,29091,18522,3948,High
SC0003224,ASTRAZENECA,Pharmaceutical products,2020,FEB,UNITED KINGDOM,ECA,1,Pharmaceuticals & Healthcare,52.31,47.43,54.44,58.35,0.1166,1.962,0.535,2.29,62.97,0.474,0.313,3,1,None,5,8673,0.732,0.119,0,68.95,0.308,98.86,15696.82,1.259,0.783,27038,18363,1269,High
SC0003225,RIO TINTO EUROPE,"Iron ore, aluminum, copper",2020,FEB,UNITED KINGDOM,ECA,1,Metals & Mining (Primary),98.08,95.28,94.46,100.0,0.8748,4.359,3.143,6.217,323.39,0.602,0.494,2,0,Fairtrade,24,3581,0.688,0.044,0,88.29,0.208,66.32,10605.87,0.934,0.804,23719,5953,3671,High
SC0003226,TSD RESOURCES BERHAD,"Crude palm oil, palm kernel",2020,FEB,MALAYSIA,EAP,1,Agriculture & Agribusiness,81.68,82.74,76.34,85.38,0.0861,1.043,0.593,2.223,290.81,0.36,0.19,2,1,ISO 9001,32,9437,0.658,0.042,1,77.86,0.205,85.31,21189.44,1.557,0.823,26279,14536,4384,High
SC0003227,COMPAGNIE SUCRIÃ¨RE SÃ©NÃ©GALAISE (CSS),Sugar,2020,FEB,SENEGAL,SSA,2,Agriculture & Agribusiness,69.14,70.47,75.8,67.98,0.0315,1.97,1.386,0.917,216.03,0.536,0.373,2,1,ISO 9001; RSPO,19,12446,0.564,0.166,1,96.56,0.517,87.69,9200.98,1.256,0.836,38242,23601,1,High
SC0003228,KONKOLA COPPER MINES (KCM),Copper concentrate and refined copper (historical operations),2020,FEB,ZAMBIA,SSA,1,Metals & Mining (Primary),56.69,58.06,62.48,54.2,0.0934,1.087,1.525,3.545,207.76,0.266,0.132,2,0,LEED,51,11736,0.569,0.127,0,63.48,0.19,65.99,21064.63,1.505,0.823,12360,25404,6087,High
SC0003229,TSD RESOURCES BERHAD,"Crude palm oil, palm kernel",2020,FEB,INDONESIA,EAP,1,Agriculture & Agribusiness,54.41,48.75,59.76,58.36,0.0698,1.334,0.379,3.354,193.04,0.662,0.302,2,0,Fairtrade,62,10238,0.742,0.0,0,97.72,0.231,70.83,12879.03,1.794,1.049,63690,11336,97,Moderate
SC0003230,PKN ORLEN,"Refined fuels, petrochemicals",2020,FEB,POLAND,ECA,1,"Oil, Gas & Refining",58.14,59.1,56.26,54.72,0.6267,2.096,1.476,5.387,221.62,0.411,0.535,1,0,RSPO,3,2068,0.594,0.118,3,79.72,0.066,76.57,25396.1,1.13,0.984,15891,26148,2817,High
SC0003231,ARMENIAN MOLYBDENUM PRODUCTION,Molybdenum concentrates,2020,FEB,ARMENIA,ECA,1,Metals & Mining (Primary),78.28,69.56,78.68,92.29,0.6436,5.319,2.307,9.196,382.67,0.446,0.315,3,1,None,51,5470,0.769,0.094,0,100.0,0.07,88.48,16095.43,1.058,1.165,33829,5089,796,High
SC0003232,GOLD FIELDS,"Gold (mining and dorÃ©), base metal by-products",2020,FEB,SOUTH AFRICA,SSA,1,Metals & Mining (Primary),83.21,82.97,80.97,87.08,0.0699,1.225,1.442,0.353,264.7,0.771,0.356,2,1,SA8000; ISO 14001,7,8112,0.79,0.0,0,84.46,0.268,57.85,9007.45,1.176,1.066,61021,12607,1367,Moderate
SC0003233,PT TIMAH TBK,Refined tin and tin alloys,2020,FEB,INDONESIA,EAP,1,Metals & Mining (Primary),59.02,57.23,62.21,63.74,1.5577,1.759,3.127,8.632,357.49,0.551,0.231,2,1,BRCGS,37,15426,0.668,0.05,0,74.9,0.101,49.51,11822.72,1.102,1.268,43302,16954,2291,High
SC0003234,ALGERIAN FERTILIZERS (FERTIL),Phosphate and nitrogen fertilizers (local producers and blenders),2020,FEB,ALGERIA,MENA-AP,2,Fertilizers,64.76,69.18,67.35,57.86,0.0483,2.52,2.008,2.897,121.08,0.551,0.56,2,1,None,46,9915,0.689,0.087,1,100.0,0.395,87.91,27066.04,0.515,0.691,47791,14948,4333,High
SC0003235,BROADCOM INC.,Networking chips and RF components,2020,FEB,UNITED STATES,NA,1,"Electronics, Semiconductors & Technology",60.12,64.2,54.3,60.83,0.167,1.289,0.335,2.609,150.22,0.839,0.924,1,1,ISO 14001; RSPO,51,11162,0.683,0.045,0,73.29,0.367,61.63,6223.5,1.122,0.938,37237,10535,1668,High
SC0003236,LIBYA NATIONAL OIL CORPORATION (DOWNSTREAM AND EXPORT SERVICES),Crude oil and condensate exports,2020,FEB,LIBYA,MENA-AP,1,"Oil, Gas & Refining",60.974999999999994,75.6,67.04,65.77,0.577,5.531,0.919,8.595,532.69,0.625,0.351,2,1,ISO 9001,20,8368,0.752,0.079,0,69.61,0.36,66.16,55718.15,0.782,0.802,57534,11082,3286,High
SC0003237,"XIAMEN XIANGYU CO., LTD.","Stainless steel, bulk commodities",2020,FEB,CHINA,EAP,1,Metals & Mining (Primary),71.87,74.35,78.24,67.97,0.4462,4.867,1.9,4.697,499.07,0.315,0.157,3,1,ISO 14001; ISO 9001; Fairtrade,21,8,0.684,0.0,1,87.26,0.13,65.48,23127.07,0.716,0.875,44668,8205,3532,High
SC0003238,NIPPON STEEL CORPORATION,Steel plates,2020,FEB,JAPAN,EAP,1,Japan,75.32,75.3,85.21,66.96,0.1321,1.73,0.628,4.327,154.23,0.713,0.803,2,0,SA8000; BRCGS,51,18649,0.676,0.106,0,79.27,0.615,70.6,10526.56,0.851,1.291,19690,5065,3535,Moderate
SC0003239,BOEING,Commercial aircraft and aerospace components,2020,FEB,UNITED STATES,NA,1,"Consumer Goods, Retail & Logistics",59.41,57.83,58.32,56.9,0.1152,2.679,0.604,1.587,268.92,0.509,0.603,2,1,Fairtrade; ISO 9001,19,6794,0.597,0.054,2,78.55,0.161,85.64,6376.12,0.712,0.749,25342,12748,2101,High
SC0003240,ENEL,"Electric power generation, renewable energy",2020,FEB,ITALY,ECA,1,Energy & Utilities,62.57,56.56,63.98,63.72,0.0962,1.959,0.359,3.438,97.41,0.336,0.356,1,1,LEED,22,325,0.845,0.048,2,84.54,0.252,92.98,12689.92,1.006,0.873,50390,4228,981,High
SC0003241,DOOSAN CORPORATION,Heavy machinery components,2020,FEB,SOUTH KOREA,EAP,1,Industrial Manufacturing & Construction,86.52,80.14,96.06,80.45,0.1694,2.607,1.464,2.554,226.97,0.549,0.417,3,1,LEED; RSPO,25,7879,0.692,0.032,0,83.02,0.323,88.47,15759.23,1.134,0.573,54389,15695,2663,Moderate
SC0003242,ZAMBIA CONSOLIDATED COPPER MINES,Copper stake holdings and mining investments,2020,FEB,ZAMBIA,SSA,2,Metals & Mining (Primary),55.54,48.08,60.43,56.92,0.1375,1.842,0.689,1.979,247.69,0.882,0.0,1,1,BRCGS,19,14794,0.744,0.055,2,80.17,0.382,80.28,19125.58,1.324,0.986,45508,26467,3770,High
SC0003243,TUNISIAN CHEMICAL GROUP/GROUPE CHIMIQUE TUNISIEN (GCT),Phosphate fertilizers (local production),2020,FEB,TUNISIA,MENA-AP,2,Fertilizers,67.9,70.2,68.58,63.37,0.1116,2.257,0.534,3.816,202.42,1.0,0.332,2,0,SA8000,1,7567,0.833,0.048,1,73.39,0.57,70.64,27559.61,0.573,0.848,55408,3175,5636,Moderate
SC0003244,SOCIÃ©TÃ© D'EXPLOITATION DU TRANSGABONAIS (MINING AND TIMBER LINKS)/ERAMET (GABON OPERATIONS),"Manganese, iron ore, timber exports",2020,FEB,GABON,SSA,2,Metals & Mining (Primary),63.4,64.95,56.46,67.27,0.0529,3.682,1.299,4.072,110.9,0.577,0.618,2,0,ISO 14001,19,2619,0.739,0.098,1,95.35,0.449,56.9,16355.61,0.772,1.451,21510,4925,3544,High
SC0003245,BEXIMCO TEXTILES,"Cotton and polyester woven fabrics, garments",2020,FEB,BANGLADESH,SA,1,"Consumer Goods, Retail & Logistics",42.32,55.29,57.94,52.7,0.1067,3.283,2.034,3.336,247.75,0.446,0.408,1,0,None,1,7142,0.235,0.08,3,91.53,0.254,34.76,35473.6,0.816,1.016,23453,9684,4312,High
SC0003246,ARISTON HOLDINGS/DAIRY AND FOOD PROCESSORS,Dairy products and processed foods,2020,FEB,ZIMBABWE,SSA,2,Food & Beverage Processing,73.64,84.37,65.17,75.85,0.0611,0.732,0.371,2.223,130.73,0.559,0.644,2,0,ISO 9001,57,15138,0.534,0.063,2,87.08,0.298,39.77,4324.89,1.335,0.852,44331,11977,3201,High
SC0003247,UPM URUGUAY,"Eucalyptus pulp (pulp and paper), cellulose",2020,FEB,URUGUAY,LAC,1,Industrial Manufacturing & Construction,82.08,78.8,78.61,89.49,0.0637,0.79,0.456,4.251,263.97,0.455,0.315,3,0,SA8000; RSPO,39,5833,0.719,0.044,1,94.12,0.057,64.31,20004.6,0.602,0.991,14513,8779,423,Moderate
SC0003248,SCHLUMBERGER,Oilfield technology and services,2020,FEB,UNITED STATES,NA,2,"Consumer Goods, Retail & Logistics",53.19,48.06,61.69,52.02,0.8189,2.051,1.412,6.616,280.45,0.828,0.345,2,1,ISO 14001,64,4240,0.632,0.023,2,76.36,0.142,56.26,33278.99,0.766,1.016,11103,9729,6604,High
SC0003249,CARGILL/LOUIS DREYFUS/ADM (LOCAL SUBSIDIARIES),"Grains, oilseeds, sugar, coffee (export origination)",2020,FEB,MEXICO,LAC,1,"Consumer Goods, Retail & Logistics",61.42,65.05,55.98,62.32,0.0794,2.325,1.346,2.055,260.03,0.783,0.209,2,1,None,32,9559,0.791,0.009,0,74.97,0.129,56.52,33341.08,0.815,1.332,58544,15150,3522,Moderate
SC0003250,ITC LIMITED,"Processed foods, packaged goods, agri commodities",2020,FEB,INDIA,SA,1,"Consumer Goods, Retail & Logistics",58.89,51.76,61.07,59.82,0.1802,2.009,0.316,0.865,157.64,0.743,0.563,2,1,None,26,12416,0.664,0.026,0,79.02,0.279,69.31,26643.69,1.188,1.085,31271,16863,3045,Moderate
SC0003251,LG DISPLAY,OLED panels,2020,FEB,SOUTH KOREA,EAP,1,"Electronics, Semiconductors & Technology",66.55,60.07,72.34,66.93,0.1194,2.072,0.186,1.63,191.71,0.431,0.364,2,0,ISO 14001; Fairtrade,44,16906,0.66,0.114,0,75.8,0.466,55.22,19862.69,1.381,1.353,36995,23984,3967,High
SC0003252,ALPINA PRODUCTOS ALIMENTICIOS,"Dairy products, milk powder, cheese",2020,FEB,COLOMBIA,LAC,1,Food & Beverage Processing,73.32,66.2,80.45,66.43,0.0986,0.727,0.811,2.059,190.82,0.378,0.756,2,0,LEED,31,7200,0.728,0.129,0,91.68,0.301,68.35,8553.93,1.279,0.935,34819,17375,1,High
SC0003253,UNILEVER ASIA,Packaged consumer goods,2020,FEB,SINGAPORE,EAP,1,"Consumer Goods, Retail & Logistics",72.55,70.3,75.49,74.49,0.0443,0.793,0.648,3.848,175.57,0.789,0.896,3,0,ISO 9001,15,7255,0.723,0.083,0,79.06,0.344,62.59,11545.71,1.253,1.061,47694,8859,1,Moderate
SC0003254,YEMEN LNG,LNG and gas infrastructure,2020,FEB,YEMEN,MENA-AP,2,"Oil, Gas & Refining",56.47,58.04,47.71,61.86,0.1294,1.998,0.056,3.725,224.02,0.551,0.398,2,1,FSSC 22000,44,5560,0.738,0.0,0,84.83,0.471,92.32,13603.41,0.625,1.317,42418,12426,2942,Moderate
SC0003255,BEXIMCO TEXTILES,"Cotton and polyester woven fabrics, garments",2020,FEB,BANGLADESH,SA,1,"Consumer Goods, Retail & Logistics",68.64,68.05,74.01,60.03,0.0553,2.959,0.744,2.125,84.91,0.493,0.024,2,1,LEED,1,12008,0.573,0.072,0,85.11,0.315,60.23,15895.4,1.258,1.298,19321,15418,3667,High
SC0003256,BYD SEMICONDUCTOR,Automotive-grade semiconductors,2020,FEB,CHINA,EAP,1,"Electronics, Semiconductors & Technology",91.24,100.0,82.61,90.13,0.1914,1.308,1.082,0.01,3.82,0.533,0.565,2,1,ISO 9001,26,4553,0.856,0.031,0,74.89,0.213,51.67,29941.55,0.653,0.631,38206,14493,725,Moderate
SC0003257,GEORGIAN INDUSTRIAL GROUP,"Coal, energy generation",2020,FEB,GEORGIA,ECA,1,Energy & Utilities,67.35,69.48,68.26,64.51,0.0005,0.979,0.45,2.208,169.64,0.63,0.0,2,1,LEED,39,6158,0.767,0.0,0,86.17,0.398,68.05,5745.02,1.164,1.049,27020,12171,2111,Moderate
SC0003258,DELL TECHNOLOGIES,"Computers, servers, storage devices",2020,FEB,UNITED STATES,NA,1,"Electronics, Semiconductors & Technology",54.62,46.05,57.45,59.79,0.1595,1.276,0.899,2.806,129.85,0.658,0.656,2,0,ISO 14001; RSPO,1,9973,0.822,0.033,0,83.5,0.84,82.51,12385.86,1.051,0.846,45535,1,1020,Moderate
SC0003259,VOLKSWAGEN GROUP,Automobiles and automotive components,2020,FEB,GERMANY,ECA,1,Automotive & Transportation,43.25,40.76,42.91,47.03,0.0867,1.784,0.837,2.573,88.92,0.482,0.571,2,1,ISO 9001,37,3645,0.812,0.01,0,83.99,0.617,84.1,31340.64,1.048,1.35,1,19132,4106,Moderate
SC0003260,WILMAR INTERNATIONAL,Crude palm oil,2020,FEB,SINGAPORE,EAP,1,Agriculture & Agribusiness,62.28,58.36,68.18,63.62,0.0716,1.442,0.189,1.831,103.18,0.666,0.0,2,0,None,39,3615,0.699,0.101,1,84.35,0.284,77.5,5236.86,0.739,0.491,30312,4365,1859,High
SC0003261,CPFL ENERGIA,Electricity generation and distribution (power),2020,FEB,BRAZIL,LAC,1,Energy & Utilities,60.51,45.58,65.26,67.95,0.0808,1.822,0.918,5.104,156.16,1.0,0.476,3,1,ISO 9001,40,16233,0.739,0.113,0,69.86,0.152,86.27,38626.02,1.242,1.238,27250,15856,4611,Moderate
SC0003262,NAMDEB (DE BEERS JV),Rough diamonds (land and marine),2020,FEB,NAMIBIA,SSA,1,"Consumer Goods, Retail & Logistics",76.56,73.74,83.98,76.1,0.1917,2.783,1.757,2.789,211.76,0.554,0.277,2,0,None,22,7840,0.564,0.114,0,100.0,0.161,81.94,8617.2,1.096,1.162,23569,12673,2987,High
SC0003263,COFFEE COOPERATIVES (SME EXPORTERS),"Green coffee beans (arabica, robusta), roasted coffee",2020,FEB,HONDURAS,LAC,2,Agriculture & Agribusiness,72.16,64.68,77.65,69.22,0.0888,0.529,0.671,0.196,193.98,0.782,0.092,2,1,None,43,14375,0.815,0.058,2,76.94,0.294,95.9,41894.79,0.833,0.925,29575,6796,2425,High
SC0003264,AZERGOLD,Gold mining,2020,FEB,AZERBAIJAN,ECA,1,Metals & Mining (Primary),58.75,50.83,54.37,66.39,0.0979,1.664,1.416,2.365,130.59,0.711,0.518,2,0,FSSC 22000,16,12270,0.687,0.037,1,60.84,0.377,66.15,45551.92,1.073,0.782,11988,5856,4558,High
SC0003265,CEMEX,"Cement, aggregates, ready-mix concrete",2020,FEB,MEXICO,LAC,1,Industrial Manufacturing & Construction,79.0,88.63,77.34,72.27,0.2028,0.187,0.982,2.135,206.21,0.68,0.095,2,1,None,44,6323,0.759,0.031,0,81.78,0.325,97.69,17361.11,1.262,0.951,29889,8119,2171,Moderate
SC0003266,PANASONIC APPLIANCES,Consumer appliances parts,2020,FEB,JAPAN,EAP,1,"Electronics, Semiconductors & Technology",66.07,60.03,68.95,68.2,0.152,1.649,0.793,3.626,261.8,0.635,0.012,2,1,ISO 14001,35,8018,0.826,0.15,0,76.57,0.111,80.85,22152.11,1.224,0.574,34395,5596,1837,High
