SC_ID,Supplier_Name,Commodity_Name,Year,Month,Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,GHG_Scope1_Intensity,GHG_Scope2_Intensity,GHG_Scope3_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Certifications_Active,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Incident_History_Count,Labour_Compliance_Score,Diversity_Index,Financial_Stability_Score,Freight_Cost,Cost_Index,Commodity_Price_Index,Commodity_Demand,Trade_Volume,Logistics_Distance_km,Risk_Classification
SC0010755,Vale S.A.,"Iron ore, iron ore pellets, nickel, copper",2022,3,0,2,1,6,62.7,69.3,55.2,52.7,0.18,2.77,1.28,2.81,386.3,0.73,0.32,2,1,46,19,14868,0.5,0.032,7,70.5,0.26,63.1,25585.43,0.86,0.98,55904,70054,8982,High
SC0009643,Nestlé,Packaged foods and beverages,2021,10,11,1,1,3,58.8,49.3,55.4,78.1,0.294,0.75,1.01,2.08,363.3,0.67,0.57,1,0,40,77,24994,0.87,0.036,1,89.8,0.83,66.4,47472.21,0.53,0.87,72697,52076,7735,High
SC0007794,Toyota Motor Corporation,"Automotive components, hybrid vehicle batteries",2021,0,5,0,1,1,82.8,43.1,49.7,87.9,0.098,1.22,1.01,1.16,344.5,0.82,0.82,2,0,38,23,34967,0.82,0.01,3,95.1,0.6,68.7,36115.49,1.25,1.27,48246,20895,14102,Moderate
SC0001886,Musim Mas Group,"Refined palm oil, specialty fats, oleochemicals, biodiesel",2019,5,4,0,1,0,61.6,89.3,79.2,92.2,0.07,1.35,0.78,3.33,412.4,0.75,0.79,2,0,51,21,46433,1.0,0.035,3,96.7,0.62,89.8,16267.93,0.72,1.0,26121,73609,1106,Moderate
SC0002809,Petrobras,"Crude oil, natural gas, refined fuels",2019,10,0,2,1,7,72.55,60.849999999999994,65.05,68.55,0.29,2.79,1.74,1.14,164.8,0.79,0.15,2,1,40,65,35826,0.99,0.06,0,78.6,0.7,75.5,35699.93,0.6,0.8,82605,36244,10366,Moderate
SC0019599,Intel Corporation,Microprocessors and chipsets,2024,11,12,4,1,4,68.5,82.7,83.9,64.9,0.205,0.6,0.68,0.72,209.6,0.83,0.83,1,0,39,37,39527,1.0,0.03,0,66.9,0.7,89.8,28122.75,1.43,0.83,87712,31125,5572,Low
SC0014489,Musim Mas Group,"Refined palm oil, specialty fats, oleochemicals, biodiesel",2023,7,4,0,1,0,68.1,84.1,45.0,49.2,0.042,1.78,1.5,2.15,413.6,0.68,0.39,1,0,47,12,17047,1.0,0.067,3,63.1,0.58,64.5,17058.36,1.29,1.17,48296,42985,10640,Moderate
SC0019480,Saudi Aramco,"Crude oil, refined fuels, LPG, naphtha, diesel",2024,11,7,3,1,7,59.1,66.6,59.5,82.6,0.465,2.52,2.59,5.630000000000001,318.5,0.48,0.25,3,1,37,49,45246,0.55,0.03,0,62.9,0.65,80.2,42229.34,1.46,1.15,48699,73590,4597,High
SC0016687,BASF,"Chemicals, plastics, specialty materials",2023,9,2,1,1,2,73.5,83.6,65.9,94.0,0.258,1.22,0.67,2.86,460.9,0.8,0.41,1,0,29,49,10775,1.0,0.05,3,78.8,0.49,83.4,45523.88,1.27,1.12,91185,23522,10019,Low
SC0010283,Dangote Cement,"Cement, clinker",2022,4,6,6,1,5,60.7,51.0,79.6,61.6,0.3,1.36,1.2,3.59,250.3,0.69,0.36,0,0,44,30,27803,0.5,0.019,0,78.8,0.31,89.5,40666.13,0.61,1.02,83025,74930,10942,High
SC0009589,Tata Steel,Automotive steel,2021,10,3,5,1,8,91.7,35.7,68.0,64.8,0.306,1.35,0.28,3.21,58.4,0.88,0.83,3,0,25,83,9840,0.56,0.041,0,70.4,0.47,59.5,24892.28,0.51,1.29,90761,77538,6581,High
SC0014648,Wilmar International,Crude palm oil,2023,0,8,0,1,0,89.5,82.0,89.5,71.2,0.098,0.97,0.4,3.46,85.4,0.58,0.7,0,0,24,70,33826,1.0,0.034,3,60.0,0.42,55.2,33287.54,0.64,1.05,74865,52851,3198,Low
SC0015024,Petrobras,"Crude oil, natural gas, refined fuels",2023,8,0,2,1,7,72.7,48.3,87.8,77.4,0.44,3.11,2.07,1.24,416.1,0.53,0.62,0,1,24,70,9678,0.73,0.024,0,65.4,0.38,62.8,27453.61,1.5,1.04,88065,59746,3965,High
SC0009999,Wilmar International,Crude palm oil,2021,2,4,0,1,0,82.2,63.5,73.9,56.9,0.098,2.19,0.47,3.18,69.8,0.82,0.56,3,0,24,50,19543,0.94,0.042,2,79.2,0.64,66.1,16073.26,0.56,1.19,15460,65649,9773,Moderate
SC0004388,Samsung Electronics,Semiconductors,2020,0,10,0,1,4,84.4,58.0,90.4,64.6,0.161,2.29,1.05,3.29,130.6,0.56,0.18,0,1,38,80,43709,0.67,0.063,2,86.3,0.57,70.7,35790.51,0.63,1.3,54022,66812,12400,High
SC0005190,ExxonMobil,"Crude oil, natural gas, refined fuels",2020,5,12,4,1,7,69.0,63.4,93.8,64.1,0.24,0.74,1.01,0.74,491.6,0.89,0.21,3,1,41,79,18191,0.83,0.027,2,89.9,0.46,85.5,20274.05,0.57,1.19,28114,25549,13837,High
SC0010738,Volkswagen Group,Automobiles and automotive components,2022,3,2,1,1,1,99.5,68.1,62.3,59.9,0.276,0.43,0.59,1.06,105.6,0.71,0.59,1,1,41,13,10180,0.92,0.077,4,74.5,0.62,72.4,43137.99,1.05,1.05,56869,22572,10788,High
SC0003804,ExxonMobil,"Crude oil, natural gas, refined fuels",2020,3,12,4,1,7,66.8,48.4,87.3,61.1,0.015,1.21,0.27,1.78,319.6,0.8,0.24,2,0,41,56,20012,0.97,0.018,4,62.6,0.79,77.4,16643.86,1.39,1.36,98359,29635,5403,Moderate
SC0016201,Samsung Electronics,Semiconductors,2023,11,10,0,1,4,88.5,84.9,50.1,78.8,0.35,1.99,0.36,1.65,213.5,0.44,0.61,1,1,35,64,20234,1.0,0.042,3,78.3,0.23,73.4,11093.28,0.67,0.84,58004,17844,5847,Low
SC0014390,SABIC,"Olefins, polyolefins, glycols, aromatics",2023,7,7,3,1,2,89.4,55.8,41.2,48.5,0.24,3.56,2.83,2.91,191.7,0.55,0.66,3,0,32,13,10198,0.5,0.126,5,80.9,0.24,68.9,28399.67,1.15,1.15,44639,30701,3504,High
SC0007316,Toyota Motor Corporation,"Automotive components, hybrid vehicle batteries",2021,3,5,0,1,1,95.1,70.0,65.6,64.2,0.049,0.52,1.28,1.23,131.8,0.83,0.44,2,0,8,72,41833,0.79,0.021,2,88.5,0.61,74.3,33185.74,1.3,1.18,38374,56849,13739,Moderate
SC0009600,Dangote Cement,"Cement, clinker",2021,10,6,6,1,5,89.2,46.6,59.7,69.8,0.192,1.86,1.72,2.27,345.2,0.53,0.36,1,1,37,17,14061,0.5,0.09,5,78.0,0.41,55.6,8345.04,0.63,1.21,84370,40252,7571,High
SC0018683,Wilmar International,Crude palm oil,2024,6,4,0,1,0,64.5,44.1,85.1,79.1,0.189,1.74,0.45,3.44,65.4,0.63,0.83,2,0,21,21,8892,1.0,0.014,2,80.9,0.84,83.8,6028.04,1.4,0.92,32586,14807,8543,Low
SC0012412,Tata Steel,Automotive steel,2022,1,3,5,1,8,87.1,39.2,84.9,79.0,0.333,2.66,1.97,4.34,327.7,0.48,0.36,2,1,12,15,47248,0.61,0.029,7,86.0,0.65,73.8,19683.34,1.29,1.13,30515,53837,2089,High
SC0003281,Saudi Aramco,"Crude oil, refined fuels, LPG, naphtha, diesel",2019,2,7,3,1,7,64.0,66.7,40.4,44.6,0.525,3.18,1.64,5.630000000000001,129.7,0.69,0.68,2,1,16,30,36319,0.61,0.075,4,84.6,0.78,74.3,31162.12,0.61,1.35,66984,79747,522,High
SC0004494,SABIC,"Olefins, polyolefins, glycols, aromatics",2020,0,7,3,1,2,53.9,59.3,59.4,78.6,0.5674999999999999,0.98,2.84,3.21,181.1,0.8,0.84,0,1,37,19,33634,0.5,0.127,3,92.2,0.43,68.1,39430.02,0.73,0.85,38469,48027,7385,High
SC0011136,Reliance Industries Limited,"Polypropylene, Polyethylene, PTA",2022,0,3,5,1,2,85.9,54.6,67.8,52.8,0.126,2.02,1.25,3.67,256.3,0.73,0.11,0,0,55,14,34620,0.58,0.043,4,87.7,0.26,64.6,11508.01,1.48,1.04,20296,31204,2965,High
SC0002706,BYD Company,Electric vehicles,2019,10,1,0,1,1,54.4,57.5,67.8,62.2,0.21,1.13,0.99,2.72,165.1,0.9,0.73,1,1,29,35,35542,1.0,0.042,1,74.3,0.26,75.0,42766.75,0.76,0.87,60641,15707,14669,Low
SC0003263,Nestlé,Packaged foods and beverages,2019,2,11,1,1,3,59.0,46.5,84.5,80.7,0.264,0.36,0.79,1.94,487.4,0.81,0.23,0,1,32,25,11846,1.0,0.024,1,86.7,0.72,57.3,8833.65,0.66,0.86,77363,13137,6725,Low
SC0000674,Samsung Electronics,Semiconductors,2019,7,10,0,1,4,83.7,57.8,78.8,56.8,0.266,0.87,0.78,1.27,252.5,0.53,0.19,1,1,14,41,28666,1.0,0.014,0,87.5,0.83,60.2,49843.23,0.65,0.89,61889,9450,3006,Low
SC0018218,Nestlé,Packaged foods and beverages,2024,0,11,1,1,3,96.2,48.7,94.0,90.7,0.222,0.59,0.76,1.09,399.0,0.74,0.47,3,1,32,83,19844,1.0,0.012,3,82.8,0.66,86.8,49698.59,1.24,1.12,60309,28421,12126,Low
SC0015708,SABIC,"Olefins, polyolefins, glycols, aromatics",2023,1,7,3,1,2,66.2,60.2,71.9,73.1,0.06,1.69,1.69,5.630000000000001,228.9,0.74,0.14,3,1,8,32,27515,0.5,0.018,6,71.3,0.73,68.4,32157.17,0.68,1.06,67551,6907,9955,High
SC0015146,Nestlé,Packaged foods and beverages,2023,6,11,1,1,3,57.8,54.6,51.9,80.6,0.276,0.95,1.15,1.55,113.4,0.66,0.69,2,1,0,41,32670,1.0,0.007,3,63.6,0.26,70.8,21084.78,0.67,1.1,23482,63829,10735,Moderate
SC0011678,Foxconn Technology Group,Electronic components and device assembly,2022,8,1,0,1,4,74.7,55.7,81.5,72.6,0.133,0.48,0.44,1.81,276.6,0.83,0.48,3,1,40,81,47821,0.67,0.011,4,87.2,0.73,65.2,18768.43,1.02,1.11,11011,62566,14988,High
SC0000763,Anglo American,"Platinum group metals, diamonds, iron ore, coal",2019,7,9,6,1,6,43.9,83.1,49.9,52.1,0.048,3.96,2.56,1.5,130.6,0.88,0.71,2,0,41,78,48368,0.68,0.06,1,71.6,0.75,90.4,33470.88,1.18,1.22,88177,45758,1814,High
SC0006205,Wilmar International,Crude palm oil,2020,10,8,0,1,0,63.0,84.7,74.6,50.3,0.063,0.98,1.47,0.88,432.2,0.49,0.38,3,0,0,72,9199,0.67,0.076,6,85.0,0.72,70.8,27483.14,0.74,0.97,79752,76852,8103,High
SC0015308,Tesla Inc.,Electric vehicles and battery packs,2023,6,12,4,1,1,95.2,74.4,92.2,55.0,0.19,0.58,0.65,2.12,485.3,0.9,0.37,1,1,41,28,18677,1.0,0.036,1,81.2,0.49,67.9,42304.16,1.34,1.02,96502,32328,11156,Low
SC0008187,Toyota Motor Corporation,"Automotive components, hybrid vehicle batteries",2021,8,5,0,1,1,96.0,85.4,67.8,77.0,0.126,1.32,0.38,0.83,305.1,0.68,0.8,2,1,40,12,33718,0.84,0.052,3,77.5,0.49,87.0,18349.39,1.2,1.04,99423,27185,10863,Moderate
SC0014110,Volkswagen Group,Automobiles and automotive components,2023,3,2,1,1,1,87.0,91.3,76.6,86.2,0.018,2.04,1.12,2.81,480.6,0.81,0.5,2,1,41,65,17037,1.0,0.05,0,72.1,0.83,61.7,6639.19,1.08,1.2,96976,45680,4127,Low
SC0006884,Musim Mas Group,"Refined palm oil, specialty fats, oleochemicals, biodiesel",2021,4,4,0,1,0,53.9,44.0,61.5,93.0,0.084,1.45,1.65,0.83,395.1,0.75,0.71,2,1,54,55,44732,0.92,0.021,1,91.8,0.68,66.6,10911.19,1.06,1.27,31784,73293,13082,Moderate
SC0000597,Wilmar International,Crude palm oil,2019,7,4,0,1,0,91.2,64.7,68.9,74.6,0.161,1.29,0.92,1.76,171.7,0.86,0.16,2,1,8,51,16940,1.0,0.056,2,62.1,0.78,79.0,19212.85,1.35,0.92,46831,65432,3177,Low
SC0010671,Dangote Cement,"Cement, clinker",2022,3,6,6,1,5,64.5,85.7,52.3,60.0,0.348,3.35,1.98,1.87,453.0,0.45,0.81,2,1,43,63,13842,0.5,0.077,8,80.4,0.83,87.4,32071.98,1.44,1.17,75148,6381,6718,High
SC0005189,Musim Mas Group,"Refined palm oil, specialty fats, oleochemicals, biodiesel",2020,5,4,0,1,0,80.7,82.5,43.1,53.4,0.105,1.88,0.22,3.24,135.2,0.43,0.53,3,1,32,81,37197,0.67,0.088,4,82.1,0.67,80.5,35775.97,0.51,1.09,18454,22365,6279,High
SC0018219,Tesla Inc.,Electric vehicles and battery packs,2024,0,12,4,1,1,67.7,64.5,82.1,69.7,0.21,0.27,1.25,1.38,477.2,0.65,0.46,1,1,27,84,38868,1.0,0.015,1,70.7,0.68,87.2,13149.45,1.32,1.15,86762,40741,3104,Low
SC0008411,Anglo American,"Platinum group metals, diamonds, iron ore, coal",2021,6,9,6,1,6,80.6,68.3,54.7,56.6,0.228,2.26,0.47,2.72,178.5,0.73,0.46,2,1,32,70,36815,0.51,0.09,8,73.8,0.31,75.5,13569.63,0.93,0.89,85127,58457,13266,High
SC0018930,Intel Corporation,Microprocessors and chipsets,2024,5,12,4,1,4,84.8,64.9,87.9,70.5,0.11,0.34,0.65,0.54,167.7,0.58,0.51,3,0,32,88,42001,1.0,0.01,2,64.2,0.67,88.1,31500.2,1.34,1.36,29504,57356,4707,Low
SC0003681,Petrobras,"Crude oil, natural gas, refined fuels",2020,4,0,2,1,7,77.6,55.1,40.9,89.3,0.35,3.21,2.42,3.79,499.7,0.76,0.23,2,1,25,76,17637,0.5,0.09,1,61.6,0.43,88.7,20607.57,0.57,1.15,40369,49337,10679,High
SC0010672,Nestlé,Packaged foods and beverages,2022,3,11,1,1,3,98.2,88.8,53.2,57.0,0.288,1.53,0.72,0.97,201.4,0.58,0.14,0,1,33,25,34237,0.85,0.048,2,68.4,0.63,84.7,30088.69,1.01,1.21,56201,78837,14019,Moderate
SC0013886,BASF,"Chemicals, plastics, specialty materials",2023,4,2,1,1,2,57.8,56.0,88.7,81.5,0.054,0.36,0.56,2.38,343.8,0.64,0.75,0,0,32,17,10248,1.0,0.05,2,73.0,0.24,60.5,46643.29,0.57,1.35,36714,73326,14655,Low
SC0018200,Tata Steel,Automotive steel,2024,0,3,5,1,8,88.4,41.8,43.0,73.5,0.432,1.58,0.53,2.66,461.4,0.88,0.58,2,0,25,73,8713,0.97,0.018,3,91.4,0.49,58.5,49533.17,1.34,1.08,57190,44797,14764,Moderate
SC0008868,Toyota Motor Corporation,"Automotive components, hybrid vehicle batteries",2021,1,5,0,1,1,62.1,68.0,45.7,70.9,0.161,1.89,0.22,1.81,348.7,0.52,0.4,3,0,40,60,46517,0.87,0.063,1,66.0,0.39,82.9,8356.92,0.52,0.84,19106,79235,3685,Moderate
SC0018362,Nestlé,Packaged foods and beverages,2024,8,11,1,1,3,98.4,60.2,92.3,78.6,0.27,1.56,1.1,2.33,478.3,0.61,0.43,0,1,8,45,45458,1.0,0.018,2,71.1,0.48,64.7,42545.54,1.23,1.32,36366,46016,11685,Low
SC0005033,Volkswagen Group,Automobiles and automotive components,2020,6,2,1,1,1,78.9,45.8,60.2,69.3,0.228,0.73,0.49,1.33,458.6,0.7,0.84,2,1,50,81,31965,0.78,0.076,2,83.8,0.57,85.1,9397.4,1.13,0.94,32909,19757,2995,High
SC0014484,Volkswagen Group,Automobiles and automotive components,2023,7,2,1,1,1,98.3,91.2,88.6,58.6,0.114,1.72,1.49,2.99,122.8,0.93,0.72,0,1,44,21,20128,1.0,0.022,1,69.9,0.34,70.6,9314.02,1.41,0.99,46525,22487,5019,Low
SC0012610,Saudi Aramco,"Crude oil, refined fuels, LPG, naphtha, diesel",2022,11,7,3,1,7,83.1,56.7,38.2,47.3,0.5674999999999999,4.005,2.25,3.27,349.4,0.74,0.37,0,0,24,30,29625,0.5,0.048,3,79.0,0.79,65.3,29877.0,0.61,1.07,21051,60067,12127,High
SC0015268,Tesla Inc.,Electric vehicles and battery packs,2023,6,12,4,1,1,94.1,71.8,54.9,70.6,0.215,0.47,1.2,1.13,218.1,0.53,0.47,2,0,31,30,21257,1.0,0.03,0,84.9,0.22,81.4,28943.24,1.3,1.01,69557,60649,5070,Low
SC0007126,Tata Steel,Automotive steel,2021,3,3,5,1,8,75.2,80.2,55.5,66.2,0.414,2.12,0.35,1.47,229.8,0.5,0.54,1,1,8,16,30965,0.67,0.027,6,80.2,0.79,89.6,14233.78,0.69,1.18,71110,19690,11573,High
SC0013270,Anglo American,"Platinum group metals, diamonds, iron ore, coal",2022,9,9,6,1,6,89.6,39.1,86.0,85.5,0.456,3.6,2.84,5.52,414.1,0.75,0.24,3,1,40,78,19530,0.5,0.077,8,62.1,0.44,88.3,10616.15,1.35,1.22,75371,42586,3489,High
SC0001997,Tesla Inc.,Electric vehicles and battery packs,2019,1,12,4,1,1,89.6,85.9,77.3,89.8,0.075,0.92,0.77,1.6,378.5,0.78,0.32,2,1,45,79,38994,1.0,0.005,1,67.4,0.75,94.9,26410.16,0.97,1.18,95494,69389,9428,Low
SC0004474,Intel Corporation,Microprocessors and chipsets,2020,0,12,4,1,4,88.7,67.5,73.8,63.5,0.24,0.88,1.14,2.12,219.7,0.62,0.47,3,0,0,41,34563,0.96,0.045,2,84.2,0.32,65.9,7899.24,1.21,1.05,46405,32162,5412,Moderate
SC0001478,Wilmar International,Crude palm oil,2019,6,8,0,1,0,81.2,92.3,43.1,59.0,0.329,2.37,1.34,3.45,123.4,0.81,0.23,0,0,29,90,18253,1.0,0.028,1,79.7,0.39,91.1,23646.56,1.03,1.39,24725,79019,13878,Low
SC0010848,Anglo American,"Platinum group metals, diamonds, iron ore, coal",2022,7,9,6,1,6,68.80000000000001,59.8,64.25,66.0,0.216,2.54,2.54,1.33,458.4,0.84,0.43,0,1,40,74,46270,0.5,0.127,8,79.8,0.76,73.95,10099.56,1.0,1.03,85837,56577,5549,High
SC0000828,Foxconn Technology Group,Electronic components and device assembly,2019,7,1,0,1,4,80.1,70.1,72.3,91.7,0.287,1.37,1.06,1.13,267.3,0.83,0.14,2,1,41,60,48130,1.0,0.056,0,96.0,0.47,66.0,48269.84,1.21,1.17,64134,49019,13049,Low
SC0016669,Volkswagen Group,Automobiles and automotive components,2023,9,2,1,1,1,68.5,57.4,54.1,77.2,0.018,2.06,0.41,1.8,247.8,0.84,0.27,3,1,8,47,21992,1.0,0.029,1,86.0,0.44,78.9,5483.19,1.41,0.85,49227,25158,4907,Low
SC0019885,Intel Corporation,Microprocessors and chipsets,2024,10,12,4,1,4,63.6,51.2,71.2,71.1,0.075,1.1,0.53,2.04,206.1,0.86,0.29,1,1,54,87,18868,1.0,0.005,0,87.2,0.54,81.5,39720.8,1.46,1.29,76598,72259,1213,Low
SC0004529,Dangote Cement,"Cement, clinker",2020,0,6,6,1,5,78.5,81.6,52.5,48.0,0.384,2.02,1.51,1.74,262.7,0.59,0.78,0,0,32,55,7571,0.5,0.127,1,92.8,0.62,85.2,15045.89,0.51,0.99,40111,40643,7766,High
SC0014548,Dangote Cement,"Cement, clinker",2023,0,6,6,1,5,80.2,84.1,48.3,66.2,0.216,3.08,2.38,5.29,58.0,0.44,0.47,1,1,45,18,39462,0.52,0.014,7,66.1,0.43,83.0,11382.48,0.57,1.23,58673,56108,2261,High
SC0000157,BYD Company,Electric vehicles,2019,4,1,0,1,1,53.7,86.0,69.5,59.3,0.126,1.32,1.72,1.56,110.5,0.91,0.56,1,1,53,10,28008,1.0,0.049,3,63.3,0.73,74.0,40427.24,0.83,0.82,83988,24243,11781,Moderate
SC0007540,Saudi Aramco,"Crude oil, refined fuels, LPG, naphtha, diesel",2021,7,7,3,1,7,69.7,78.8,48.7,71.6,0.045,4.0,2.16,5.630000000000001,111.0,0.61,0.15,0,1,39,23,35830,0.5,0.113,0,95.1,0.22,61.9,46976.3,1.43,1.27,76713,21761,7017,High
SC0017787,Samsung Electronics,Semiconductors,2024,7,10,0,1,4,84.5,65.1,47.7,69.6,0.336,2.27,1.38,0.73,278.6,0.72,0.63,3,1,37,12,6298,1.0,0.035,0,75.0,0.3,66.7,24060.31,1.44,1.31,77663,74567,5886,Low
SC0012469,Vale S.A.,"Iron ore, iron ore pellets, nickel, copper",2022,1,0,2,1,6,60.0,41.5,73.5,84.0,0.02,1.16,1.87,1.75,350.6,0.61,0.41,3,1,56,69,26791,0.5,0.048,7,96.9,0.35,84.0,36760.17,1.38,1.1,81934,58262,11076,High
SC0012541,Toyota Motor Corporation,"Automotive components, hybrid vehicle batteries",2022,11,5,0,1,1,91.4,72.2,68.8,91.7,0.217,1.15,1.69,2.4,197.3,0.63,0.4,0,1,38,38,6138,0.88,0.056,3,86.1,0.34,90.8,22890.41,1.49,1.21,34057,20105,11969,Moderate
SC0015927,SABIC,"Olefins, polyolefins, glycols, aromatics",2023,1,7,3,1,2,66.3,67.1,56.2,80.1,0.255,3.65,2.84,5.630000000000001,462.3,0.63,0.59,0,0,16,78,46051,0.5,0.126,7,67.5,0.29,66.6,14758.53,1.15,0.85,72091,69615,6395,High
SC0006994,ExxonMobil,"Crude oil, natural gas, refined fuels",2021,4,12,4,1,7,65.6,60.8,93.1,91.4,0.11,0.89,0.15,1.65,309.4,0.47,0.64,1,1,41,83,38807,1.0,0.038,2,64.8,0.34,64.2,29175.05,1.29,0.85,28920,8484,6419,Moderate
SC0019299,Tata Steel,Automotive steel,2024,1,3,5,1,8,97.3,77.8,54.2,72.5,0.234,2.54,1.29,3.67,198.2,0.71,0.76,2,1,4,51,21834,0.91,0.063,3,72.4,0.22,81.6,8033.84,1.44,0.94,88495,65372,13287,Moderate
SC0019686,Petrobras,"Crude oil, natural gas, refined fuels",2024,10,0,2,1,7,71.2,40.4,85.3,61.5,0.25,0.71,1.98,4.38,390.5,0.84,0.45,3,1,47,29,23951,0.92,0.02,1,84.5,0.75,79.7,10462.84,0.79,0.94,36734,56843,11977,Moderate
SC0013700,Intel Corporation,Microprocessors and chipsets,2023,4,12,4,1,4,99.8,48.8,58.2,72.2,0.115,1.27,0.28,1.72,375.1,0.47,0.54,2,0,8,66,49898,1.0,0.024,3,82.3,0.37,94.6,10879.67,1.49,1.28,22129,9181,11857,Low
SC0005562,Dangote Cement,"Cement, clinker",2020,1,6,6,1,5,67.6,78.2,60.3,62.5,0.3,1.75,2.32,4.16,306.4,0.7,0.45,3,1,49,24,30068,0.5,0.127,6,74.2,0.64,63.4,20885.07,1.35,1.14,87033,24640,9972,High
SC0015597,Wilmar International,Crude palm oil,2023,5,8,0,1,0,87.5,72.0,92.4,91.0,0.21,1.7,0.71,0.85,315.7,0.72,0.38,2,1,41,30,43486,1.0,0.059,4,89.2,0.69,56.5,23425.58,1.2,1.3,68418,14922,2176,Moderate
SC0014391,Tesla Inc.,Electric vehicles and battery packs,2023,7,12,4,1,1,68.3,63.0,63.9,84.3,0.08,1.04,0.81,2.02,438.5,0.74,0.51,3,1,13,29,49600,1.0,0.018,2,68.3,0.22,75.0,16099.28,1.03,1.35,47175,15811,2141,Low
SC0003249,Wilmar International,Crude palm oil,2019,2,8,0,1,0,75.6,59.4,69.4,91.8,0.203,1.4,0.69,1.93,413.1,0.66,0.42,0,0,16,23,10021,1.0,0.021,0,63.9,0.83,74.4,17385.25,1.34,1.14,63630,68078,2360,Low
SC0015065,Anglo American,"Platinum group metals, diamonds, iron ore, coal",2023,8,9,6,1,6,77.4,48.6,43.1,44.8,0.504,3.95,0.62,2.05,277.4,0.91,0.22,0,0,0,11,33574,0.68,0.115,0,78.0,0.46,71.1,6460.3,0.88,0.92,59974,56258,4478,High
SC0010684,Toyota Motor Corporation,"Automotive components, hybrid vehicle batteries",2022,3,5,0,1,1,75.4,85.7,75.4,79.3,0.231,1.29,1.24,3.46,127.5,0.41,0.49,3,0,32,42,38645,0.83,0.045,1,81.1,0.37,79.4,15733.07,0.76,1.09,28263,20562,6009,Moderate
SC0008646,SABIC,"Olefins, polyolefins, glycols, aromatics",2021,5,7,3,1,2,49.3,57.4,83.5,52.9,0.48,2.23,2.27,1.59,299.8,0.72,0.19,0,1,49,22,34745,0.5,0.127,7,92.5,0.58,58.1,43699.24,0.81,1.37,51319,49376,3138,High
SC0011855,Anglo American,"Platinum group metals, diamonds, iron ore, coal",2022,6,9,6,1,6,72.5,44.6,74.7,58.4,0.096,0.8,2.17,4.56,189.2,0.79,0.64,2,1,55,88,30356,0.5,0.038,2,93.4,0.81,60.6,26067.72,0.66,1.36,97179,26165,5660,High
SC0017759,Volkswagen Group,Automobiles and automotive components,2024,7,2,1,1,1,93.8,59.8,49.1,59.3,0.096,2.05,0.6,0.71,281.3,0.42,0.61,1,1,36,73,18470,1.0,0.018,1,85.5,0.84,55.6,15659.13,0.76,0.84,81522,42334,10605,Low
SC0007951,Vale S.A.,"Iron ore, iron ore pellets, nickel, copper",2021,0,0,2,1,6,88.2,73.2,40.9,60.0,0.48,0.98,1.11,1.97,331.9,0.65,0.8,1,0,6,40,37228,0.61,0.015,6,88.1,0.68,69.0,42275.54,0.62,1.31,73455,37495,13041,High
SC0012474,SABIC,"Olefins, polyolefins, glycols, aromatics",2022,1,7,3,1,2,86.3,37.0,55.0,59.5,0.24,4.005,1.09,4.81,237.7,0.61,0.73,0,1,41,34,49633,0.5,0.127,2,81.5,0.2,78.5,29041.68,0.67,1.36,99877,26045,8748,High
SC0007473,Tesla Inc.,Electric vehicles and battery packs,2021,7,12,4,1,1,86.3,71.3,75.8,50.4,0.125,0.47,0.7,2.19,287.4,0.86,0.41,1,1,8,68,33459,1.0,0.022,0,60.5,0.74,63.0,34423.54,1.08,0.98,59037,35464,2948,Low
SC0009018,Wilmar International,Crude palm oil,2021,1,8,0,1,0,66.0,47.7,82.9,92.7,0.301,1.95,1.25,0.73,196.4,0.57,0.47,3,1,55,83,16922,0.71,0.052,4,76.3,0.43,64.6,31917.05,1.29,1.1,82474,38328,2505,High
SC0004293,Intel Corporation,Microprocessors and chipsets,2020,0,12,4,1,4,53.0,86.8,53.2,61.9,0.12,1.03,0.17,1.3,163.2,0.9,0.17,2,1,28,30,49565,1.0,0.072,4,76.5,0.36,59.5,13540.24,0.65,1.1,49316,31674,6062,Moderate
SC0019610,SABIC,"Olefins, polyolefins, glycols, aromatics",2024,11,7,3,1,2,73.3,67.0,81.1,56.3,0.42,1.52,2.04,1.77,405.4,0.84,0.27,1,0,16,41,43946,0.56,0.045,7,62.6,0.66,57.3,30231.04,1.49,0.9,98301,66247,10782,High
SC0010211,Wilmar International,Crude palm oil,2021,2,8,0,1,0,78.4,54.0,86.3,80.1,0.126,1.09,1.2,1.44,497.3,0.42,0.16,2,1,32,12,7965,0.8,0.073,2,79.6,0.76,64.9,13711.88,0.97,1.32,62634,43816,630,High
SC0004410,ExxonMobil,"Crude oil, natural gas, refined fuels",2020,0,12,4,1,7,83.9,43.8,75.5,90.8,0.225,0.77,0.36,2.25,360.5,0.54,0.29,3,1,32,79,23517,0.98,0.018,0,90.7,0.63,72.5,17606.81,1.19,1.21,59527,40211,9110,Low
