Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Financial_Stability_Score,Cost_Index,Labour_Compliance_Score,Diversity_Index,Supplier_Audit_Score,Incident_History_Count,Logistics_Distance_km,Risk_Classification,Supplier_ID,Commodity_ID,Supplier_Name,Commodity_Name
India,Asia-Pacific,1,Chemicals,54.81795759179538,71.80756474849964,56.907899941247834,69.98660973802988,0.3952,1006.51,0.6,0.45,3,1,15,13446,0.8195352749816555,0.04,44.764311593633856,0.79,53.4867154303539,0.79,86.71,0,11444,Low,SYN_SUP_04427,SYN_COM_04427,Synthetic Supplier 4427,Synthetic Commodity 4427
Malaysia,Asia-Pacific,3,Agriculture,76.87849980138559,85.9193688451812,43.09109063332343,74.74663746478754,0.1271,156.56,0.57,0.28,3,0,16,26924,0.871692706145733,0.036,63.67349317355186,0.69,71.34573807248462,0.73,79.82,1,9711,Low,SYN_SUP_04428,SYN_COM_04428,Synthetic Supplier 4428,Synthetic Commodity 4428
India,Asia-Pacific,2,Agriculture,71.84895367102774,70.75905398960973,87.8182015546454,81.67479150024313,0.7739,1136.22,0.52,0.56,0,1,46,26602,0.9464484281544207,0.047,59.97168013173173,1.48,75.31043857938812,0.17,70.08,1,9660,Low,SYN_SUP_04429,SYN_COM_04429,Synthetic Supplier 4429,Synthetic Commodity 4429
USA,North America,3,Chemicals,62.109608154750454,33.08096715810825,57.770656063655885,46.87500658500939,0.6222,690.19,0.31,0.57,2,1,29,28777,0.851892044887851,0.026,98.88199793113463,1.02,59.665462468042435,0.87,67.96,1,1098,Moderate,SYN_SUP_04430,SYN_COM_04430,Synthetic Supplier 4430,Synthetic Commodity 4430
USA,North America,2,Agriculture,66.71802423617133,61.429493997667024,58.849015139338135,68.881997317315,0.4619,551.02,0.5,0.3,2,0,20,35271,0.9201241280594202,0.023,78.10197990035181,0.84,71.04345708597843,0.46,49.06,0,10810,Moderate,SYN_SUP_04431,SYN_COM_04431,Synthetic Supplier 4431,Synthetic Commodity 4431
Indonesia,South America,3,Chemicals,58.22506346617932,57.90781853748753,48.082561156873616,68.69495200347173,0.875,953.1,0.72,0.58,0,1,45,38243,0.9067540500055439,0.044,47.63371679290329,1.49,100.0,0.8,83.16,2,9471,Moderate,SYN_SUP_04432,SYN_COM_04432,Synthetic Supplier 4432,Synthetic Commodity 4432
USA,North America,3,Metals,77.53383720092641,79.14621245155604,81.92435033204217,73.15801515348998,0.7477,207.39,0.56,0.55,1,1,7,33893,0.94747150323993,0.037,76.1785412807013,1.01,62.373945764037984,0.81,63.0,3,9532,Moderate,SYN_SUP_04433,SYN_COM_04433,Synthetic Supplier 4433,Synthetic Commodity 4433
USA,North America,3,Agriculture,73.05490264109054,59.20530455905565,71.28776291025106,70.71771037181915,0.9972,906.37,0.4,0.54,0,1,12,24242,0.9148677354987701,0.017,79.72524435150953,0.67,75.96156071299951,0.72,88.61,1,5139,Moderate,SYN_SUP_04434,SYN_COM_04434,Synthetic Supplier 4434,Synthetic Commodity 4434
Malaysia,Asia-Pacific,2,Agriculture,57.56784833850614,46.50527217191373,53.35753317803584,49.94491244334199,0.7891,1287.81,0.66,0.39,0,1,13,7782,0.9185832300701051,0.02,67.07706223426865,1.09,91.97732270153685,0.1,68.34,0,11325,Moderate,SYN_SUP_04435,SYN_COM_04435,Synthetic Supplier 4435,Synthetic Commodity 4435
USA,Asia-Pacific,3,Chemicals,37.365,69.32334396280373,25.123750000000005,53.18124502381952,0.7439,1347.95,0.71,0.06,2,0,16,17842,0.883853669913518,0.028,90.31135197125302,0.22,91.2892566351038,0.51,61.48,2,6225,High,SYN_SUP_04436,SYN_COM_04436,Synthetic Supplier 4436,Synthetic Commodity 4436
Brazil,South America,3,Electronics,55.52940355226993,41.38856008814061,64.04835615300253,35.81250404773852,0.5231,896.4,0.63,0.38,0,1,9,6071,0.8413528659370709,0.021,74.3696139768777,1.29,71.74872035500574,0.19,78.74,3,6352,Moderate,SYN_SUP_04437,SYN_COM_04437,Synthetic Supplier 4437,Synthetic Commodity 4437
usa,North America,3,Agriculture,58.53328233309483,88.27646131892249,48.6627684377429,76.52021576271684,0.1287,454.08,0.69,0.45,1,0,25,15362,0.9012078187111771,0.031,58.389449837368495,1.22,76.5527186598871,0.83,62.69,1,8097,Moderate,SYN_SUP_04438,SYN_COM_04438,Synthetic Supplier 4438,Synthetic Commodity 4438
India,Asia-Pacific,2,Metals,70.08443944439115,100.0,93.39656278212856,70.11052524608564,0.539,1047.05,0.41,0.38,0,1,37,15459,0.8426843840048179,0.056,57.39254272056285,0.57,87.45469507903239,0.47,72.32,1,11999,Low,SYN_SUP_04439,SYN_COM_04439,Synthetic Supplier 4439,Synthetic Commodity 4439
China,Asia-Pacific,1,Food & Beverage,68.71278785914188,83.33135892205433,92.06097054833398,63.19897470359099,0.4615,1001.97,0.85,0.26,1,0,12,23852,0.8709653724407367,0.051,69.2864957673674,0.6,73.31412010900374,0.69,50.53,3,8963,Low,SYN_SUP_04440,SYN_COM_04440,Synthetic Supplier 4440,Synthetic Commodity 4440
USA,North America,2,Metals,67.86388369034502,80.11317252442446,78.96448267800558,79.31412671359512,0.4307,488.2,0.54,0.42,0,1,16,27895,0.9073460091761915,0.053,85.4971376246537,1.29,74.60841300664951,0.73,71.73,1,9749,Low,SYN_SUP_04441,SYN_COM_04441,Synthetic Supplier 4441,Synthetic Commodity 4441
Japan,Asia-Pacific,3,Electronics,50.679532498607394,50.51157982336179,88.83456214351204,78.19878432816517,0.5122,1144.43,0.65,0.52,0,1,28,42736,0.7990153168379099,0.062,73.37936386000518,0.26,98.42759970488792,0.32,47.28,1,3876,Low,SYN_SUP_04442,SYN_COM_04442,Synthetic Supplier 4442,Synthetic Commodity 4442
malaysia,Asia-Pacific,2,Agriculture,69.96577638507489,62.014281497200024,71.6138328892857,77.74211695345859,0.9183,1065.72,0.75,0.41,0,1,16,16662,0.9561852428929396,0.055,67.07774550103855,0.92,97.94178445322751,0.58,78.44,1,6943,Moderate,SYN_SUP_04443,SYN_COM_04443,Synthetic Supplier 4443,Synthetic Commodity 4443
India,Asia-Pacific,2,Agriculture,79.39353688093502,71.54153417368883,76.334806316224,80.05544840380624,0.2634,623.81,0.64,0.55,0,0,45,45218,0.8374365887180959,0.044,64.38514165380163,1.13,63.77021417033801,0.8,75.14,1,8441,Low,SYN_SUP_04444,SYN_COM_04444,Synthetic Supplier 4444,Synthetic Commodity 4444
Brazil,Asia-Pacific,2,Agriculture,55.93626196335153,72.35493319293658,67.891182656545,51.234502356304674,0.5107,707.32,0.61,0.31,0,1,44,35323,0.8397215761928564,0.029,76.58939983543277,0.25,71.9420636752335,0.58,68.74,1,9040,Moderate,SYN_SUP_04445,SYN_COM_04445,Synthetic Supplier 4445,Synthetic Commodity 4445
USA,North America,3,Agriculture,58.501480298145296,67.1513270842273,78.91905876178477,52.56655839212595,0.626,1006.55,0.62,0.36,3,1,37,37163,0.8406365379235474,0.02,82.40566035397083,1.58,76.36766233715265,0.8,60.76,2,8684,Moderate,SYN_SUP_04446,SYN_COM_04446,Synthetic Supplier 4446,Synthetic Commodity 4446
USA,North America,3,Chemicals,58.008467491044755,29.947721569177652,55.06874995628883,64.98054863733728,0.575,979.05,0.59,0.03,0,1,40,22332,0.8952214861887444,0.035,73.79995540572344,1.4,56.960896535387775,0.27,70.1,1,9085,Low,SYN_SUP_04447,SYN_COM_04447,Synthetic Supplier 4447,Synthetic Commodity 4447
malaysia,Asia-Pacific,3,Agriculture,77.39727643967213,90.5448858014658,54.401839762502924,68.72357151969977,0.5082,588.9,0.58,0.51,3,1,32,13411,0.9223643088154999,0.022,61.288513273522064,1.32,59.56971869461393,0.63,75.81,1,8284,Low,SYN_SUP_04448,SYN_COM_04448,Synthetic Supplier 4448,Synthetic Commodity 4448
Brazil,Asia-Pacific,2,Electronics,69.06251227872498,63.65521372440238,81.59490283013845,77.51490688598071,0.5879,142.13,0.71,0.04,1,0,38,44701,0.8792334550260081,0.034,49.31673174942996,1.22,87.27226764442294,0.82,80.23,1,2214,Low,SYN_SUP_04449,SYN_COM_04449,Synthetic Supplier 4449,Synthetic Commodity 4449
India,Asia-Pacific,2,Agriculture,52.00121545203187,82.52604369631317,77.14186738049196,59.71315345985902,0.3391,684.88,0.68,0.75,0,0,31,45993,0.9670663500872861,0.04,72.8594409280208,0.67,57.94917413169857,0.72,78.83,1,4114,Moderate,SYN_SUP_04450,SYN_COM_04450,Synthetic Supplier 4450,Synthetic Commodity 4450
USA,North America,2,Chemicals,55.198889750436436,61.88903688975126,61.209289427164464,78.68344511164177,0.7966,1264.97,0.57,0.53,0,1,49,26633,0.9073165649509808,0.012,80.52816169653434,1.12,71.34208717955639,0.81,72.11,1,2992,Moderate,SYN_SUP_04451,SYN_COM_04451,Synthetic Supplier 4451,Synthetic Commodity 4451
USA,North America,1,Chemicals,61.12928273753784,62.28454592092188,62.79900897707022,44.74460210007313,0.7348,1322.13,0.76,0.87,2,1,42,39754,0.8591700595696651,0.029,89.323420078973,0.9,36.477667925061,0.73,70.58,2,10161,Moderate,SYN_SUP_04452,SYN_COM_04452,Synthetic Supplier 4452,Synthetic Commodity 4452
Brazil,South America,2,Electronics,67.26367737977311,64.11358074265054,78.3672458120723,90.20033994136918,0.125,1049.83,0.63,0.41,1,1,29,11712,0.8669862788255206,0.019,67.63841191234403,1.41,98.00358452194097,0.48,79.53,1,1413,Moderate,SYN_SUP_04453,SYN_COM_04453,Synthetic Supplier 4453,Synthetic Commodity 4453
India,Asia-Pacific,2,Agriculture,71.0759526468354,97.9517250582423,74.7030549403333,64.87872572622429,0.3852,162.43,0.72,0.58,0,1,36,11328,0.9404809906331979,0.055,79.7229329240981,0.72,87.50537655834661,0.64,63.54,3,2707,Low,SYN_SUP_04454,SYN_COM_04454,Synthetic Supplier 4454,Synthetic Commodity 4454
India,Asia-Pacific,2,Agriculture,68.91181336966261,82.04414475004603,100.0,61.39075319310697,0.1014,1356.11,0.77,0.79,0,0,45,24596,0.8026064778126035,0.047,56.202373747597164,1.03,89.95675044793848,0.14,46.37,1,1411,Low,SYN_SUP_04455,SYN_COM_04455,Synthetic Supplier 4455,Synthetic Commodity 4455
India,Asia-Pacific,3,Agriculture,80.94932674547923,60.903910988680515,84.96949388493564,79.01249071661869,0.3037,555.0,0.58,0.04,1,0,34,17151,0.8897404214869701,0.023,59.944860900610564,0.7,49.913663533011224,0.71,61.74,1,8873,Moderate,SYN_SUP_04456,SYN_COM_04456,Synthetic Supplier 4456,Synthetic Commodity 4456
China,Asia-Pacific,2,Electronics,67.01641845793272,100.0,78.74425693937901,71.11709754382535,0.5232,498.9,0.64,0.41,1,1,41,7108,0.9553472538237465,0.04,45.93274131693232,1.17,75.43320023762958,0.63,75.04,0,9499,Low,SYN_SUP_04457,SYN_COM_04457,Synthetic Supplier 4457,Synthetic Commodity 4457
Indonesia,Asia-Pacific,2,Food & Beverage,58.17861644727269,55.66127432293679,56.330923426544665,83.21001347569914,0.53,1223.51,0.37,0.33,2,0,14,12087,0.9330232717584017,0.039,73.71982025533329,0.59,62.29980108381467,0.8,81.41,1,1977,Moderate,SYN_SUP_04458,SYN_COM_04458,Synthetic Supplier 4458,Synthetic Commodity 4458
India,Asia-Pacific,3,Chemicals,55.48822829767825,65.7076703543698,56.91901841343222,36.746734534472125,0.4539,1413.11,0.62,0.25,1,1,47,19821,0.9140823861603534,0.042,62.24220761782017,1.04,84.18838540097155,0.66,78.39,0,4725,Moderate,SYN_SUP_04459,SYN_COM_04459,Synthetic Supplier 4459,Synthetic Commodity 4459
Brazil,Asia-Pacific,3,Food & Beverage,74.28913293364936,84.1972108006149,98.38802224581539,71.64728907042897,0.536,862.37,0.53,0.65,0,1,14,17228,0.8253277116389945,0.035,98.4524647293874,1.08,74.01237422802137,0.58,57.86,1,931,Low,SYN_SUP_04460,SYN_COM_04460,Synthetic Supplier 4460,Synthetic Commodity 4460
USA,North America,2,Agriculture,72.10599954460768,64.59997154032065,75.74726434856282,77.14770779674089,0.3084,199.56,0.64,0.03,0,0,43,35503,0.9450538154181037,0.04,77.23108904606443,0.27,100.0,0.8,76.09,1,3218,Low,SYN_SUP_04461,SYN_COM_04461,Synthetic Supplier 4461,Synthetic Commodity 4461
India,Asia-Pacific,3,Agriculture,60.13061125355411,64.44565592874191,55.72785503214232,58.698781708063095,0.9404,1166.85,0.63,0.33,0,0,14,13839,0.8919592415736199,0.02,54.94692750096095,0.22,86.40967863443356,0.12,47.67,0,8102,Moderate,SYN_SUP_04462,SYN_COM_04462,Synthetic Supplier 4462,Synthetic Commodity 4462
Brazil,Asia-Pacific,2,Chemicals,72.454142470772,58.32132913897559,72.46116276916273,29.940954540876643,0.0674,500.15,0.61,0.5,2,0,42,26863,0.8671915121615452,0.041,93.44370123780568,1.43,86.72210344563244,0.44,78.82,1,3342,Moderate,SYN_SUP_04463,SYN_COM_04463,Synthetic Supplier 4463,Synthetic Commodity 4463
China,Asia-Pacific,3,Metals,67.68383612832763,75.85907496276799,72.82085027621176,83.28354097341757,0.4835,539.96,0.59,0.58,0,1,30,44638,0.8983777989455313,0.023,74.06343005362652,1.28,75.74374263886818,0.16,73.76,0,9854,Low,SYN_SUP_04464,SYN_COM_04464,Synthetic Supplier 4464,Synthetic Commodity 4464
China,Asia-Pacific,3,Agriculture,68.42446938358313,80.38563625725409,96.68663947583742,86.50437979193075,0.9076,959.17,0.57,0.23,1,0,27,8341,0.9158645991551878,0.047,91.69788882714485,0.55,97.22589666251268,0.32,76.57,1,5528,Low,SYN_SUP_04465,SYN_COM_04465,Synthetic Supplier 4465,Synthetic Commodity 4465
usa,Asia-Pacific,2,Food & Beverage,58.28115385787967,51.155238448530866,44.68842292156829,53.94345054460935,0.7404,1464.45,0.64,0.27,0,0,42,12221,0.9592685088171715,0.02,55.577017772310036,1.27,100.0,0.84,49.77,2,11252,Moderate,SYN_SUP_04466,SYN_COM_04466,Synthetic Supplier 4466,Synthetic Commodity 4466
China,Asia-Pacific,1,Food & Beverage,55.00674388348552,59.71102898611903,62.214628516094706,51.97119230511873,0.797,1000.43,0.76,0.35,0,1,42,26568,0.9062013133505449,0.003,54.28897066318498,1.1,85.33896898058387,0.52,60.76,1,10960,Moderate,SYN_SUP_04467,SYN_COM_04467,Synthetic Supplier 4467,Synthetic Commodity 4467
Brazil,South America,3,Agriculture,66.01540871901375,51.143233051612484,65.85073882493676,59.82059890502429,0.399,1279.83,0.75,0.47,0,0,12,9887,0.8741421984178662,0.031,89.3905324699405,1.29,63.260879022384195,0.72,74.1,0,8325,Moderate,SYN_SUP_04468,SYN_COM_04468,Synthetic Supplier 4468,Synthetic Commodity 4468
India,Asia-Pacific,2,Agriculture,58.63896048935299,74.70541682677114,58.30005631059278,56.35358154810604,0.4503,800.25,0.72,0.69,0,0,6,12902,0.8639121993650611,0.029,73.50486687246858,1.44,73.58800151155853,0.82,52.34,0,2504,Moderate,SYN_SUP_04469,SYN_COM_04469,Synthetic Supplier 4469,Synthetic Commodity 4469
Brazil,South America,2,Metals,54.13106217215677,60.64791128407969,74.10959376262625,42.95959127085088,0.8167,1201.73,0.63,0.56,2,1,39,14178,0.9540786905190671,0.018,58.61957531420303,0.34,62.63862568565739,0.83,77.53,3,11648,Moderate,SYN_SUP_04470,SYN_COM_04470,Synthetic Supplier 4470,Synthetic Commodity 4470
Malaysia,Asia-Pacific,3,Agriculture,45.754474188321694,50.90699575352683,74.94651697543114,53.035646118664644,0.9882,550.21,0.55,0.52,0,1,36,5343,0.8906208216158344,0.016,85.00385613469065,1.17,98.82062899002075,0.26,79.27,1,495,Moderate,SYN_SUP_04471,SYN_COM_04471,Synthetic Supplier 4471,Synthetic Commodity 4471
India,Asia-Pacific,3,Chemicals,37.365,24.14015962637127,40.852583146887675,32.10530926646691,0.3688,1039.59,0.71,0.42,2,1,48,15213,0.9392530899802478,0.015,75.92855082348369,1.31,87.96956759776542,0.26,80.3,1,1065,High,SYN_SUP_04472,SYN_COM_04472,Synthetic Supplier 4472,Synthetic Commodity 4472
India,Asia-Pacific,2,Electronics,75.43954707623014,90.91484730185206,78.80014476918478,66.85398205940663,0.3594,1246.18,0.59,0.38,0,1,33,5115,0.9476372908537511,0.036,76.03267451815104,0.73,67.52521424315698,0.51,49.19,1,3450,Low,SYN_SUP_04473,SYN_COM_04473,Synthetic Supplier 4473,Synthetic Commodity 4473
Brazil,South America,2,Chemicals,62.418664770275065,65.33510454819927,61.15871798479364,68.70326409758714,0.4472,968.54,0.36,0.65,0,0,22,35646,0.9496355609711116,0.019,81.96817712983282,1.24,67.2376977895064,0.7,59.23,1,4585,Moderate,SYN_SUP_04474,SYN_COM_04474,Synthetic Supplier 4474,Synthetic Commodity 4474
Brazil,South America,3,Electronics,53.16282067616758,55.43206434130371,51.12175192184116,40.64398631768626,0.4202,1061.72,0.79,0.61,2,0,22,23542,0.9282599967020583,0.053,50.97692603658112,0.59,55.84007832736876,0.56,54.17,0,2020,Moderate,SYN_SUP_04475,SYN_COM_04475,Synthetic Supplier 4475,Synthetic Commodity 4475
USA,North America,2,Electronics,62.987719050887605,52.53101520006054,75.00851313906723,64.65161695847584,0.2364,1426.21,0.65,0.03,0,1,42,36018,0.8861590242189001,0.027,62.59356596733427,1.09,60.86830023768528,0.61,59.8,1,11077,Moderate,SYN_SUP_04476,SYN_COM_04476,Synthetic Supplier 4476,Synthetic Commodity 4476
Brazil,Asia-Pacific,2,Chemicals,73.70654818852005,65.18473488202098,48.59362241435476,40.37552459195768,0.7091,603.25,0.57,0.35,1,1,45,14456,0.953312088176376,0.049,54.4964193529396,0.99,62.592850290026604,0.68,51.42,2,9707,Moderate,SYN_SUP_04477,SYN_COM_04477,Synthetic Supplier 4477,Synthetic Commodity 4477
Japan,Asia-Pacific,3,Chemicals,37.365,55.592691255686105,36.46471458104645,35.59818398322396,0.4906,161.63,0.64,0.61,0,0,10,27170,0.8818702016217249,0.009,88.08617298649868,0.72,74.51885807936553,0.82,66.05,3,11004,High,SYN_SUP_04478,SYN_COM_04478,Synthetic Supplier 4478,Synthetic Commodity 4478
USA,North America,2,Electronics,73.60879835280764,83.94924581768394,75.16260820056122,89.18601396585974,0.4506,902.17,0.46,0.38,0,1,41,37786,0.8870784529769973,0.053,63.728778587455054,1.24,80.8869953297991,0.23,73.41,0,3448,Low,SYN_SUP_04479,SYN_COM_04479,Synthetic Supplier 4479,Synthetic Commodity 4479
Brazil,South America,2,Chemicals,67.57099258805385,65.35787557139754,83.97548710078209,53.764501889525256,0.5723,1057.5,0.74,0.76,1,0,33,33740,0.9198755381705059,0.024,99.73696737629552,1.06,74.55629644489889,0.37,71.52,1,1732,Moderate,SYN_SUP_04480,SYN_COM_04480,Synthetic Supplier 4480,Synthetic Commodity 4480
India,Asia-Pacific,2,Metals,75.25554676766195,95.95345214647227,98.25318777481101,76.99643234217,0.7494,1289.98,0.25,0.4,1,0,30,42418,0.9025198461145725,0.033,71.21261159891955,0.25,76.52483820223068,0.83,74.67,1,581,Low,SYN_SUP_04481,SYN_COM_04481,Synthetic Supplier 4481,Synthetic Commodity 4481
Brazil,South America,1,Chemicals,71.01005704963623,59.10380430466469,56.81988551981961,62.552453725208814,0.5141,1045.99,0.59,0.44,2,1,41,7740,0.8212384209032974,0.037,69.52435226466953,0.94,75.59690826014584,0.66,73.34,1,11454,Low,SYN_SUP_04482,SYN_COM_04482,Synthetic Supplier 4482,Synthetic Commodity 4482
Indonesia,South America,3,Electronics,49.46888940841865,35.58327991602738,43.072091658572916,37.554233607365965,0.4474,952.15,0.59,0.28,0,0,21,32555,0.8889084465733124,0.044,91.45890585422677,0.51,90.08086611322369,0.71,80.15,3,11411,Moderate,SYN_SUP_04483,SYN_COM_04483,Synthetic Supplier 4483,Synthetic Commodity 4483
Brazil,South America,2,Food & Beverage,85.62461041227445,77.50909086034981,85.51667512130348,66.8260260047888,0.5641,1192.21,0.55,0.62,1,1,35,1749,0.8839249902593178,0.034,88.6268815799018,0.25,88.8126734537703,0.54,50.76,1,9961,Low,SYN_SUP_04484,SYN_COM_04484,Synthetic Supplier 4484,Synthetic Commodity 4484
Japan,Asia-Pacific,2,Chemicals,37.365,67.10321589668588,70.58877007297696,28.55493095759701,0.7077,156.66,0.46,0.58,2,0,11,18150,0.861870348403625,0.029,70.9930365990249,1.18,61.194105086922974,0.69,69.97,1,10208,High,SYN_SUP_04485,SYN_COM_04485,Synthetic Supplier 4485,Synthetic Commodity 4485
China,Asia-Pacific,2,Agriculture,68.64279344687598,61.52181032331125,77.34685717846953,81.6893573533135,0.8001,1213.34,0.62,0.39,3,0,24,22842,0.9408850374902905,0.026,59.71708016938507,0.86,81.07633376119857,0.25,59.02,0,1223,Low,SYN_SUP_04486,SYN_COM_04486,Synthetic Supplier 4486,Synthetic Commodity 4486
Indonesia,North America,1,Metals,64.59483393296144,88.12068600987857,59.39062618481868,66.70810243165008,0.7508,759.43,0.41,0.36,3,1,31,8713,0.9096113644148283,0.04,60.51954525736293,1.44,81.53275993298267,0.88,57.55,1,9342,Low,SYN_SUP_04487,SYN_COM_04487,Synthetic Supplier 4487,Synthetic Commodity 4487
Brazil,South America,2,Agriculture,63.25274217701862,44.765995178124015,81.82442767700303,62.02422372749087,0.667,1151.37,0.23,0.07,1,0,11,24181,0.8368686560967326,0.027,98.7847964267326,0.67,74.00132307639723,0.64,75.99,1,10221,Moderate,SYN_SUP_04488,SYN_COM_04488,Synthetic Supplier 4488,Synthetic Commodity 4488
India,Asia-Pacific,2,Electronics,61.40396305118839,63.58189019433208,76.93631099063595,53.034805465676165,0.8356,1058.85,0.57,0.46,3,0,19,23528,0.864986124933483,0.023,70.42914720676843,1.3,97.75588582948016,0.36,79.01,0,9916,Moderate,SYN_SUP_04489,SYN_COM_04489,Synthetic Supplier 4489,Synthetic Commodity 4489
Indonesia,Asia-Pacific,3,Electronics,63.58142219066496,73.46701349299282,51.76238256327465,43.88859522845051,0.4443,1029.51,0.45,0.1,0,1,31,14005,0.9035988217495167,0.019,87.99283169352822,1.43,74.47624663866125,0.31,52.75,0,8319,High,SYN_SUP_04490,SYN_COM_04490,Synthetic Supplier 4490,Synthetic Commodity 4490
Malaysia,Asia-Pacific,3,Agriculture,63.4658378792767,41.45159398682839,63.2055556662383,63.85461988542675,0.4365,979.14,0.58,0.08,3,1,6,17744,0.922713874738677,0.032,50.09073123545144,0.52,70.85830775714831,0.74,45.45,0,3329,Moderate,SYN_SUP_04491,SYN_COM_04491,Synthetic Supplier 4491,Synthetic Commodity 4491
USA,North America,2,Agriculture,63.0956056091169,53.89660462538507,45.66270251829487,47.663481522949205,0.7036,688.38,0.63,0.46,0,1,40,28954,0.8982974782882223,0.018,75.44722887590322,0.78,67.80730710436394,0.33,56.23,2,11068,Moderate,SYN_SUP_04492,SYN_COM_04492,Synthetic Supplier 4492,Synthetic Commodity 4492
China,Asia-Pacific,2,Electronics,61.57909879047425,51.063501658870265,44.03550960074676,41.10801182613502,0.4,1017.38,0.59,0.42,0,1,18,27695,0.8538594083789567,0.022,76.33271135910404,1.11,43.691445605190914,0.78,78.13,2,5694,Moderate,SYN_SUP_04493,SYN_COM_04493,Synthetic Supplier 4493,Synthetic Commodity 4493
Brazil,Asia-Pacific,3,Agriculture,54.802564594911345,81.08228879368868,33.61970746999903,49.19017358584713,0.8046,899.55,0.84,0.7,1,1,21,36810,0.9628122483974213,0.018,43.02131710251832,1.19,63.064525900330864,0.7,57.39,0,9796,High,SYN_SUP_04494,SYN_COM_04494,Synthetic Supplier 4494,Synthetic Commodity 4494
Brazil,Asia-Pacific,2,Electronics,55.01006330015839,35.29458544454785,48.379206431616836,62.95849519477676,0.1025,536.42,0.53,0.43,0,1,37,9874,0.8969410095564712,0.044,77.63945411036838,1.1,74.10782949362626,0.61,75.81,3,10783,Moderate,SYN_SUP_04495,SYN_COM_04495,Synthetic Supplier 4495,Synthetic Commodity 4495
China,Asia-Pacific,3,Electronics,63.73026858455385,43.824910427384346,78.50801140932131,48.22526732741379,0.2325,1025.12,0.57,0.04,2,1,41,13449,0.8216843575327861,0.021,87.08261101071535,1.08,59.98216298164928,0.19,71.44,1,11615,Moderate,SYN_SUP_04496,SYN_COM_04496,Synthetic Supplier 4496,Synthetic Commodity 4496
Malaysia,Asia-Pacific,3,Metals,59.579079183210666,52.90801063727195,60.50731263075117,61.93630738549846,0.8592,1201.54,0.76,0.4,0,0,20,12751,0.813409401247568,0.052,75.3167481833973,0.62,64.42233190128437,0.83,97.04,2,5106,Moderate,SYN_SUP_04497,SYN_COM_04497,Synthetic Supplier 4497,Synthetic Commodity 4497
India,Asia-Pacific,2,Electronics,47.7196934965437,48.93769080291709,55.026420080308284,71.2931621821265,0.9298,1080.26,0.57,0.31,0,1,11,9345,0.834882766746312,0.046,70.68555053721775,0.21,71.33163462309061,0.78,55.69,2,3653,Moderate,SYN_SUP_04498,SYN_COM_04498,Synthetic Supplier 4498,Synthetic Commodity 4498
Japan,Asia-Pacific,1,Food & Beverage,54.88801818596779,47.08366552365602,52.61884658783399,75.87429266033489,0.8477,754.51,0.39,0.45,2,0,16,26059,0.8603908760841328,0.03,79.41617402536602,0.64,89.16384732456757,0.27,71.17,2,6502,Moderate,SYN_SUP_04499,SYN_COM_04499,Synthetic Supplier 4499,Synthetic Commodity 4499
USA,Asia-Pacific,2,Chemicals,59.33482875907544,65.2790965323019,51.85527996942285,32.34403028085689,0.0884,1298.93,0.66,0.63,0,1,36,26890,0.8635682471127719,0.028,78.86398834071298,1.15,92.12350243380344,0.15,51.09,2,1371,Moderate,SYN_SUP_04500,SYN_COM_04500,Synthetic Supplier 4500,Synthetic Commodity 4500
Japan,Asia-Pacific,3,Metals,72.98834493229486,98.6623514357745,55.752471706982064,57.08050466239115,0.4262,752.93,0.73,0.51,2,1,18,40226,0.8449580222062776,0.044,89.7018683934268,1.27,47.16476877895731,0.16,77.14,0,3476,Low,SYN_SUP_04501,SYN_COM_04501,Synthetic Supplier 4501,Synthetic Commodity 4501
Indonesia,South America,3,Metals,65.3294303028279,79.66244256602336,65.47249987093934,55.988177723406025,0.7132,994.53,0.57,0.54,0,1,45,7379,0.9329076745489916,0.036,28.0011951102318,1.48,55.66665206539178,0.78,79.73,0,4683,Moderate,SYN_SUP_04502,SYN_COM_04502,Synthetic Supplier 4502,Synthetic Commodity 4502
Indonesia,Asia-Pacific,3,Electronics,56.33177078557006,53.09780199540867,26.108549409135478,73.6252600565806,0.2885,1078.35,0.57,0.37,3,1,17,17505,0.8624023401499947,0.039,72.0094280475765,0.94,99.32907950156273,0.82,83.69,0,8677,Moderate,SYN_SUP_04503,SYN_COM_04503,Synthetic Supplier 4503,Synthetic Commodity 4503
Japan,Asia-Pacific,3,Food & Beverage,42.68889439879501,51.415931254153904,54.12747134576037,50.625639643117694,0.1488,912.79,0.31,0.46,0,1,9,17736,0.8368141141418939,0.025,74.58426080725273,0.98,74.68456917111858,0.55,43.64,0,9859,Moderate,SYN_SUP_04504,SYN_COM_04504,Synthetic Supplier 4504,Synthetic Commodity 4504
USA,North America,3,Food & Beverage,66.3836586022818,77.8998058801993,77.98422554319305,69.65294814488969,0.8683,1095.16,0.61,0.35,0,1,50,34936,0.8978882176326486,0.033,68.54076519507572,1.37,70.40399969812277,0.78,73.15,1,10838,Low,SYN_SUP_04505,SYN_COM_04505,Synthetic Supplier 4505,Synthetic Commodity 4505
