SC_ID,Supplier_Name,Commodity_Name,Year,Month,Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,GHG_Scope1_Intensity,GHG_Scope2_Intensity,GHG_Scope3_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Certifications_Active,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Incident_History_Count,Labour_Compliance_Score,Diversity_Index,Financial_Stability_Score,Freight_Cost,Cost_Index,Commodity_Price_Index,Commodity_Demand,Trade_Volume,Logistics_Distance_km,Risk_Classification
SC0002788,Cominor/oil and timber exporters,"Crude oil, timber, logs (selected exporters)",2019,December,Congo (Brazzaville),Sub-Saharan Africa,2,Oil and Timber,64.02,66.74,57.48,73.29,0.9704,3.202,1.964,8.983,659.45,0.565,0.37,2,1,BRCGS,46,20785,0.851,0.069,0,89.33,0.139,92.97,18715.66,0.663,0.763,40172,3888,6606,High
SC0002796,Nippon Steel Corporation,Steel plates,2019,December,coils,East Asia and Pacific,1,Japan,72.47,65.07,73.39,80.96,0.1196,1.871,0.668,4.833,153.59,0.605,0.098,2,0,,25,10682,0.849,0.034,0,71.89,0.218,51.16,15683.64,0.635,0.943,46141,20566,2992,Moderate
SC0002823,Siam Cement Group (SCG),Cement,2019,December,chemicals,East Asia and Pacific,1,Thailand,50.15,44.66,53.84,54.82,0.1725,2.913,0.01,1.524,240.74,0.259,0.484,3,1,ISO 14001,31,16809,0.783,0.067,0,83.72,0.639,53.3,7337.57,1.334,1.108,35152,1584,407,Moderate
SC0002830,Nippon Steel Corporation,Steel plates,2019,December,coils,East Asia and Pacific,1,Japan,52.05,48.9,55.8,51.86,0.046,1.59,0.513,0.113,296.09,0.612,0.5,2,1,,23,2976,0.867,0.036,0,92.76,0.461,61.47,15298.09,1.107,0.574,34896,2163,2339,Moderate
SC0002884,Zhejiang Huayou Cobalt Co.,Ltd.,2020,January,Cobalt sulfate and precursor materials,East Asia and Pacific,1,1,66.87,73.23,67.49,59.21,0.0267,2.522,0.899,1.225,152.04,0.59,0.222,2,1,FSSC 22000; BRCGS,1,11508,0.668,0.06,0,85.6,0.132,98.54,16906.98,1.559,1.019,83966,22342,4872,Moderate
SC0002901,Rio Tinto Group,Iron ore,2020,January,aluminium,East Asia and Pacific,1,Australia,62.0,51.88,66.2,64.38,0.1571,2.222,0.067,1.505,357.84,0.885,0.661,2,0,SA8000,73,12910,0.858,0.073,1,84.56,0.224,81.91,15761.27,1.384,0.871,49514,23407,992,Moderate
SC0002909,Ganfeng Lithium Co.,Ltd.,2020,January,Lithium carbonate and lithium hydroxide,East Asia and Pacific,1,1,61.88,65.6,69.76,49.71,0.163,3.588,0.915,3.642,160.97,0.307,0.163,2,0,,47,3846,0.488,0.132,0,76.29,0.469,76.52,14037.64,0.952,1.128,24808,24778,3158,High
SC0002946,Sumitomo Metal Mining,Nickel,2020,January,gold,East Asia and Pacific,1,Japan,76.54,66.62,78.69,86.53,0.2058,2.591,0.963,3.582,180.01,0.624,0.254,2,1,LEED,23,7674,0.782,0.12,0,97.05,0.449,77.68,5372.61,1.215,0.521,13666,5425,3723,High
SC0002976,BHP Group,Nickel,2020,January,iron ore,East Asia and Pacific,1,Australia,70.45,71.48,70.4,72.0,0.2057,1.682,1.175,1.283,169.89,0.809,0.0,3,1,SA8000,37,14301,0.783,0.117,0,80.95,0.513,95.84,23399.16,0.784,0.672,1,10994,336,High
SC0002986,Furukawa Electric Co.,Ltd.,2020,January,Electrical wiring and copper cables,East Asia and Pacific,1,1,76.94,74.18,82.48,68.91,0.1782,3.739,0.36,2.358,83.38,0.395,0.265,0,1,ISO 9001,31,1872,0.587,0.188,0,67.09,0.055,59.18,8818.33,1.089,0.951,44317,2359,3083,High
SC0002995,MonÃ³meros Colombo Venezolanos,Fertilizers and petrochemical derivatives,2020,January,Venezuela/Colombia links,Latin America and Caribbean,2,Agrochemicals,78.77,74.83,84.04,81.57,0.0969,3.197,0.352,2.766,199.6,0.586,0.039,2,0,ISO 9001,49,2871,0.575,0.087,1,86.48,0.303,74.31,18568.93,0.747,1.055,38748,1065,3097,High
SC0003094,Nippon Steel Corporation,Steel plates,2020,January,coils,East Asia and Pacific,1,Japan,61.71,61.56,70.41,53.66,0.1066,1.619,0.719,0.605,258.43,0.488,0.446,2,1,Fairtrade; ISO 9001,41,17598,0.626,0.024,1,76.12,0.31,60.39,2575.6,1.138,1.014,47459,10833,5034,High
SC0003238,Nippon Steel Corporation,Steel plates,2020,February,coils,East Asia and Pacific,1,Japan,75.32,75.3,85.21,66.96,0.1321,1.73,0.628,4.327,154.23,0.713,0.803,2,0,SA8000; BRCGS,51,18649,0.676,0.106,0,79.27,0.615,70.6,10526.56,0.851,1.291,19690,5065,3535,Moderate
SC0003280,Zhejiang Huayou Cobalt Co.,Ltd.,2020,February,Cobalt sulfate and precursor materials,East Asia and Pacific,1,1,52.29,56.2,49.77,48.27,0.1785,0.307,0.867,3.302,103.32,0.342,0.476,2,1,FSSC 22000; ISO 14001; SA8000,29,7413,0.689,0.102,0,87.04,0.511,94.06,26142.24,1.191,0.997,37205,374,15,High
SC0003474,BHP Group,Nickel,2020,March,iron ore,East Asia and Pacific,1,Australia,66.73,65.78,66.33,69.56,0.1465,3.338,1.213,2.638,169.86,0.918,0.153,2,1,Fairtrade,66,636,0.751,0.109,0,89.18,0.212,69.0,10350.38,0.639,1.544,33155,14296,6174,Moderate
SC0003515,Furukawa Electric Co.,Ltd.,2020,March,Electrical wiring and copper cables,East Asia and Pacific,1,1,66.81,69.49,69.39,68.23,0.1291,3.164,0.795,1.725,12.95,0.951,0.687,1,1,,24,1236,0.79,0.0,2,90.36,0.457,99.0,9598.75,0.748,1.219,49647,6326,4448,High
SC0003547,BHP Group,Nickel,2020,March,iron ore,East Asia and Pacific,1,Australia,47.19,45.46,52.08,41.04,0.1532,2.297,0.259,1.555,125.87,0.787,0.591,3,1,LEED; Fairtrade; FSSC 22000,12,8275,0.516,0.037,0,84.95,0.56,52.12,23760.48,1.111,0.881,1,4787,4350,High
SC0003566,Murata Manufacturing Co.,Electronic components (capacitors,2020,March,sensors),East Asia and Pacific,1,1,50.55,43.25,58.9,50.75,0.1428,1.29,0.555,2.894,175.74,0.767,0.832,2,1,LEED; BRCGS,54,6780,0.585,0.093,0,85.41,0.229,87.47,20526.3,0.785,0.762,66552,12550,5271,High
SC0003760,Nippon Steel Corporation,Steel plates,2020,April,coils,East Asia and Pacific,1,Japan,74.48,62.15,85.49,76.73,0.0664,0.369,0.528,2.995,226.56,0.517,0.105,2,1,BRCGS,40,10368,0.739,0.031,1,79.91,0.359,63.22,8597.01,0.525,0.872,56465,21700,7211,Moderate
SC0003773,Siam Cement Group (SCG),Cement,2020,April,chemicals,East Asia and Pacific,1,Thailand,75.88,67.08,79.39,79.91,0.1077,1.385,1.023,2.275,70.83,0.636,0.0,2,0,,24,11036,0.519,0.0,0,78.43,0.372,86.36,21886.07,0.655,0.744,11104,18063,4912,Moderate
SC0003780,Rio Tinto Group,Iron ore,2020,April,aluminium,East Asia and Pacific,1,Australia,77.5,75.43,69.02,87.72,0.2188,2.622,0.932,2.593,69.48,0.454,0.471,2,1,ISO 9001,52,11831,0.779,0.102,0,75.99,0.417,65.99,17403.32,1.046,1.13,14302,12751,1323,High
SC0003801,BHP Group,Nickel,2020,April,iron ore,East Asia and Pacific,1,Australia,62.24,59.92,58.35,67.26,0.0005,0.977,0.461,2.547,195.29,0.607,0.876,2,1,,8,4834,0.732,0.072,1,81.38,0.076,55.52,36363.76,1.289,1.459,26425,11434,7655,Moderate
SC0003945,Rio Tinto Group,Iron ore,2020,May,aluminium,East Asia and Pacific,1,Australia,75.71,74.52,75.45,74.32,0.1877,2.171,0.355,2.547,228.89,0.628,0.651,2,1,FSSC 22000,36,6328,0.877,0.092,2,77.64,0.497,46.46,25644.08,1.313,1.132,31618,17158,650,High
SC0003957,Sumitomo Metal Mining,Nickel,2020,May,gold,East Asia and Pacific,1,Japan,64.78,66.34,71.83,65.82,0.0616,3.077,0.815,2.914,217.63,0.524,0.485,2,1,Fairtrade; RSPO,1,1635,0.616,0.016,0,73.94,0.8,79.39,34712.88,1.015,1.213,47532,20824,3562,Moderate
SC0003986,RIO TINTO GROUP,Iron ore,2020,May,aluminium,East Asia and Pacific,1,Australia,68.08,70.41,74.04,62.66,0.1643,3.999,0.359,3.058,255.14,0.561,0.748,1,1,,65,10476,0.677,0.068,0,86.27,0.442,64.8,20121.01,1.226,0.94,78351,23789,1,High
SC0004016,Sumitomo Metal Mining,Nickel,2020,May,gold,East Asia and Pacific,1,Japan,66.17,66.81,69.09,60.17,0.1848,0.489,0.403,4.044,217.81,0.783,0.711,1,0,LEED; Fairtrade,47,4277,0.688,0.0,0,84.8,0.652,66.99,40943.84,1.436,0.981,26035,9046,3328,Moderate
SC0004050,Rio Tinto Group,Iron ore,2020,May,aluminium,East Asia and Pacific,1,Australia,71.91,67.33,71.45,74.7,0.036,2.2,0.817,1.058,209.73,0.39,0.77,3,0,,34,8885,0.588,0.01,0,89.97,0.588,73.66,16995.54,1.131,1.014,65349,1,645,Moderate
SC0004067,Murata Manufacturing Co.,Electronic components (capacitors,2020,May,sensors),East Asia and Pacific,1,1,72.23,69.73,69.86,74.25,0.1179,2.191,0.68,3.114,284.61,0.394,0.298,2,1,,43,5194,0.633,0.0,1,83.4,0.234,93.55,12068.73,0.941,0.707,17505,20028,1533,Moderate
SC0004112,Furukawa Electric Co.,Ltd.,2020,June,Electrical wiring and copper cables,East Asia and Pacific,1,1,58.86,68.44,49.39,56.07,0.1857,1.654,0.935,1.913,81.32,0.767,0.707,2,0,SA8000,45,6746,0.82,0.0,0,80.67,0.069,80.6,17322.71,0.827,1.268,39520,27783,2793,Moderate
SC0004125,RIO TINTO GROUP,Iron ore,2020,June,aluminium,East Asia and Pacific,1,Australia,65.07,55.84,76.28,65.04,0.1017,1.699,0.794,3.884,134.27,0.518,0.398,1,1,ISO 14001; ISO 9001,37,8167,0.754,0.032,1,89.81,0.17,87.93,18667.57,1.191,0.654,23796,1,2351,High
SC0004140,Cominor/oil and timber exporters,"Crude oil, timber, logs (selected exporters)",2020,June,Congo (Brazzaville),Sub-Saharan Africa,2,Oil and Timber,80.13,77.05,81.47,83.13,0.5732,2.958,2.546,6.508,348.2,0.458,0.0,0,1,ISO 9001,60,5481,0.808,0.027,0,79.93,0.419,88.47,25307.99,0.851,1.278,56843,8805,1050,High
SC0004213,BHP Group,Nickel,2020,June,iron ore,East Asia and Pacific,1,Australia,72.89,78.13,70.47,74.56,0.2673,0.01,0.649,3.677,30.8,0.078,0.56,2,1,ISO 9001,49,12897,0.637,0.076,0,94.67,0.325,39.39,13100.43,1.537,1.132,30428,11625,2414,High
SC0004234,Cominor/oil and timber exporters,"Crude oil, timber, logs (selected exporters)",2020,June,Congo (Brazzaville),Sub-Saharan Africa,2,Oil and Timber,53.06,50.27,58.87,46.87,0.6833,1.875,1.955,6.791,346.0,0.346,0.033,2,0,,29,22465,0.787,0.07,0,69.88,0.243,84.6,47185.39,1.153,1.248,20531,21749,1957,High
SC0004286,Zhejiang Huayou Cobalt Co.,Ltd.,2020,June,Cobalt sulfate and precursor materials,East Asia and Pacific,1,1,55.38,53.36,51.13,61.54,0.0457,1.456,0.403,3.059,346.07,0.446,0.148,1,1,,15,6054,0.855,0.011,0,83.17,0.394,71.94,16684.51,1.357,0.742,49153,17773,329,Moderate
SC0004382,Nippon Steel Corporation,Steel plates,2020,July,coils,East Asia and Pacific,1,Japan,53.32,50.72,52.92,57.34,0.0881,1.361,0.452,2.696,87.95,0.396,0.601,2,1,LEED,34,7912,0.641,0.032,1,84.85,0.218,77.11,25253.12,0.746,1.585,43101,9638,4211,High
SC0004432,BHP Group,Nickel,2020,July,iron ore,East Asia and Pacific,1,Australia,59.52,53.5,58.29,64.89,0.0981,3.068,1.027,2.594,207.78,0.526,0.149,2,1,Fairtrade; FSSC 22000,16,8011,0.632,0.069,2,85.13,0.301,91.92,15169.91,1.23,1.153,43609,19528,2448,High
SC0004444,Sumitomo Metal Mining,Nickel,2020,July,gold,East Asia and Pacific,1,Japan,71.75,67.18,75.22,70.98,0.0713,2.495,0.749,3.159,32.63,0.533,0.358,2,0,LEED,50,11710,0.599,0.222,0,93.19,0.112,74.73,28703.14,1.249,0.916,20328,24820,1779,High
SC0004518,MonÃ³meros Colombo Venezolanos,Fertilizers and petrochemical derivatives,2020,July,Venezuela/Colombia links,Latin America and Caribbean,2,Agrochemicals,73.76,62.69,82.08,76.09,0.1741,2.65,0.649,2.277,176.48,0.485,0.41,2,1,,21,6468,0.633,0.021,0,68.68,0.521,98.95,19443.75,0.665,0.723,64996,5013,3634,Moderate
SC0004534,MonÃ³meros Colombo Venezolanos,Fertilizers and petrochemical derivatives,2020,July,Venezuela/Colombia links,Latin America and Caribbean,2,Agrochemicals,75.0,73.9,75.94,72.2,0.0813,0.506,0.768,2.187,61.17,0.63,1.0,3,1,,28,14478,0.724,0.012,0,83.25,0.139,70.94,33676.58,0.855,0.803,25384,8290,3031,Moderate
SC0004538,Rio Tinto Group,Iron ore,2020,July,aluminium,East Asia and Pacific,1,Australia,52.43,50.14,47.01,58.95,0.1199,2.753,0.252,1.464,117.45,0.843,0.211,2,0,SA8000; FSSC 22000,6,4510,0.595,0.106,1,89.41,0.543,58.13,39577.09,0.817,1.052,47592,19249,5969,High
SC0004551,MonÃ³meros Colombo Venezolanos,Fertilizers and petrochemical derivatives,2020,July,Venezuela/Colombia links,Latin America and Caribbean,2,Agrochemicals,69.44,60.88,72.6,66.83,0.2349,1.444,0.583,2.994,302.65,0.62,0.259,1,1,Fairtrade; ISO 14001,32,6946,0.833,0.086,1,88.17,0.248,74.88,809.26,1.319,1.269,13168,1,2908,High
SC0004568,SUMITOMO METAL MINING,Nickel,2020,August,gold,East Asia and Pacific,1,Japan,60.64,60.31,61.4,58.59,0.0924,2.895,1.119,2.389,133.3,0.738,0.572,2,1,BRCGS,55,6,0.592,0.085,1,89.59,0.576,99.0,12223.9,0.961,0.934,14784,4986,2059,High
SC0004679,Furukawa Electric Co.,Ltd.,2020,August,Electrical wiring and copper cables,East Asia and Pacific,1,1,59.54,58.75,63.36,55.13,0.0593,0.943,0.01,2.176,233.06,0.496,0.827,3,1,LEED; Fairtrade,19,4487,0.539,0.092,1,74.47,0.192,82.96,22906.12,0.695,1.054,41824,5654,3035,High
SC0004686,Siam Cement Group (SCG),Cement,2020,August,chemicals,East Asia and Pacific,1,Thailand,70.07,71.25,70.42,62.86,0.1677,2.939,0.776,3.247,128.66,0.987,0.856,2,1,,46,3232,0.509,0.048,1,79.36,0.24,62.56,13163.83,1.427,1.434,77252,17431,3325,High
SC0004702,PT Pupuk Indonesia,Fertilizers (urea,2020,August,ammonia),East Asia and Pacific,1,1,46.15,46.71,47.34,42.2,0.069,1.815,0.752,2.936,269.32,0.722,0.222,1,1,LEED; BRCGS,35,13593,0.763,0.044,1,100.0,0.292,80.06,3839.03,0.727,1.026,13287,13012,6196,High
SC0004778,Siam Cement Group (SCG),Cement,2020,August,chemicals,East Asia and Pacific,1,Thailand,85.38,79.74,88.38,86.71,0.0862,2.673,0.723,3.726,76.85,0.638,0.0,3,1,Fairtrade,1,15881,0.701,0.111,0,96.2,0.239,63.61,16799.72,1.27,1.155,49406,4275,2782,Moderate
SC0004800,Furukawa Electric Co.,Ltd.,2020,August,Electrical wiring and copper cables,East Asia and Pacific,1,1,68.49,74.33,66.35,67.24,0.0661,1.479,0.531,0.524,52.85,0.69,0.262,2,1,SA8000,29,7112,0.821,0.078,0,80.97,0.314,84.22,11172.22,0.766,1.213,1,4497,4855,Moderate
SC0005004,Furukawa Electric Co.,Ltd.,2020,September,Electrical wiring and copper cables,East Asia and Pacific,1,1,62.65,53.7,68.51,66.25,0.0876,2.025,0.839,1.822,160.43,0.608,0.0,2,0,ISO 9001,38,4129,0.721,0.07,1,80.28,0.543,67.18,35075.85,0.7,0.867,13246,13856,1732,High
SC0005116,Zhejiang Huayou Cobalt Co.,Ltd.,2020,October,Cobalt sulfate and precursor materials,East Asia and Pacific,1,1,,52.93,56.77,36.93,0.151,1.932,0.474,3.47,219.94,0.584,0.453,3,1,LEED; SA8000,18,299,0.629,0.036,0,73.86,0.558,68.43,15422.94,0.769,0.742,1,8420,1757,High
SC0005236,Cominor/oil and timber exporters,"Crude oil, timber, logs (selected exporters)",2020,October,Congo (Brazzaville),Sub-Saharan Africa,2,Oil and Timber,69.32,59.07,72.79,68.5,0.4799,1.225,1.937,7.706,364.64,0.47,0.163,0,1,SA8000; RSPO; BRCGS,44,9339,0.811,0.084,0,77.12,0.417,67.86,41336.15,0.921,0.891,42449,16682,3179,High
SC0005245,PT Pupuk Indonesia,Fertilizers (urea,2020,October,ammonia),East Asia and Pacific,1,1,92.6,83.44,92.71,95.84,0.0005,1.885,0.619,1.043,189.48,0.724,0.55,3,1,FSSC 22000,14,6,0.8,0.067,3,87.0,0.385,44.15,25307.98,1.36,0.962,53178,1075,3950,Moderate
SC0005315,Ganfeng Lithium Co.,Ltd.,2020,November,Lithium carbonate and lithium hydroxide,East Asia and Pacific,1,1,74.29,74.11,68.49,79.71,0.209,2.252,0.892,0.244,110.05,0.448,0.426,3,0,ISO 9001; SA8000,43,4210,0.603,0.0,0,76.89,0.324,85.39,17867.41,0.97,0.874,39077,16544,4993,Moderate
SC0005318,Furukawa Electric Co.,Ltd.,2020,November,Electrical wiring and copper cables,East Asia and Pacific,1,1,78.35,75.93,85.71,75.83,0.1177,1.779,1.103,1.969,298.4,0.664,0.18,2,1,Fairtrade; ISO 9001,1,12332,0.894,0.025,1,78.52,0.209,67.88,16322.36,0.629,1.106,24639,19948,2613,Moderate
SC0005331,Nippon Steel Corporation,Steel plates,2020,November,coils,East Asia and Pacific,1,Japan,62.04,65.16,64.89,57.66,0.1122,0.746,1.075,0.843,188.26,1.0,0.122,3,0,,42,5823,0.544,0.112,0,89.94,0.168,99.0,15119.64,1.358,1.155,23758,14181,2369,High
SC0005399,Ganfeng Lithium Co.,Ltd.,2020,November,Lithium carbonate and lithium hydroxide,East Asia and Pacific,1,1,54.23,53.16,44.15,59.71,0.1211,2.546,1.156,5.292,170.57,0.799,0.331,1,1,BRCGS,27,3448,0.694,0.168,0,70.9,0.333,82.23,38808.04,1.166,0.655,46656,5534,3654,High
SC0005545,Zhejiang Huayou Cobalt Co.,Ltd.,2020,December,Cobalt sulfate and precursor materials,East Asia and Pacific,1,1,50.46,49.53,47.53,54.65,0.1331,2.142,0.542,2.211,74.08,0.311,0.02,2,1,ISO 9001,15,13425,0.744,0.093,0,74.54,0.105,71.07,5215.24,1.293,0.885,13999,3823,3154,High
SC0005552,Zhejiang Huayou Cobalt Co.,Ltd.,2020,December,Cobalt sulfate and precursor materials,East Asia and Pacific,1,1,67.46,64.03,67.79,70.95,0.0791,2.234,0.772,3.703,178.82,0.716,0.681,2,1,,58,13750,0.655,0.034,0,90.41,0.471,77.34,20093.38,0.987,0.985,37053,5401,2090,Moderate
SC0005611,PT Pupuk Indonesia,Fertilizers (urea,2020,December,ammonia),East Asia and Pacific,1,1,78.02,71.77,95.77,68.28,0.2121,2.816,0.7,0.396,177.82,0.687,0.421,2,1,RSPO; ISO 14001,30,17385,0.64,0.09,1,87.92,0.49,64.01,736.53,0.91,0.621,26785,29420,437,High
SC0005651,Murata Manufacturing Co.,Electronic components (capacitors,2020,December,sensors),East Asia and Pacific,1,1,70.64,67.98,67.79,76.28,0.0516,2.192,0.799,3.21,157.68,0.557,0.634,1,0,LEED,58,15680,0.682,0.082,1,91.91,0.331,74.61,21691.26,0.758,0.815,24930,14009,2830,High
SC0005656,MonÃ³meros Colombo Venezolanos,Fertilizers and petrochemical derivatives,2020,December,Venezuela/Colombia links,Latin America and Caribbean,2,Agrochemicals,55.25,48.4,58.73,58.0,0.1694,2.046,0.98,3.444,86.17,0.614,0.434,0,0,RSPO,27,7,0.837,0.03,0,87.6,0.398,87.1,4266.02,0.85,0.902,39241,7665,2559,High
SC0005671,Zhejiang Huayou Cobalt Co.,Ltd.,2020,December,Cobalt sulfate and precursor materials,East Asia and Pacific,1,1,68.65,69.2,66.8,63.69,0.0553,1.047,0.641,3.502,187.49,0.698,0.615,2,1,,29,3266,0.649,0.095,0,96.82,0.664,71.3,28133.88,0.429,1.056,20308,14873,7079,High
SC0005715,Sumitomo Metal Mining,Nickel,2020,December,gold,East Asia and Pacific,1,Japan,51.18,55.3,54.94,43.85,0.1133,1.834,0.593,2.883,337.73,0.627,0.22,3,1,ISO 9001,49,13180,0.824,0.114,0,75.52,0.174,80.96,9433.61,1.149,1.586,33842,11016,2655,Moderate
SC0005814,Siam Cement Group (SCG),Cement,2021,January,chemicals,East Asia and Pacific,1,Thailand,50.55,49.7,51.91,53.44,0.1627,1.771,0.01,2.345,98.81,0.686,0.499,2,1,FSSC 22000,34,17320,0.864,0.024,0,86.73,0.126,71.73,21319.26,1.398,0.965,35374,1,4211,Moderate
SC0005821,Zhejiang Huayou Cobalt Co.,Ltd.,2021,January,Cobalt sulfate and precursor materials,East Asia and Pacific,1,1,77.65,85.61,71.93,73.25,0.1062,2.053,0.937,1.902,278.86,0.607,0.275,3,1,,32,4804,0.94,0.025,1,79.47,0.102,93.05,14844.65,1.095,1.475,49134,11634,3548,Moderate
SC0005893,MonÃ³meros Colombo Venezolanos,Fertilizers and petrochemical derivatives,2021,January,Venezuela/Colombia links,Latin America and Caribbean,2,Agrochemicals,59.32,57.65,51.5,64.0,0.0985,0.05,0.809,1.829,130.94,0.368,0.08,3,1,ISO 14001; BRCGS; FSSC 22000,16,6342,0.868,0.038,1,71.81,0.139,86.01,15260.35,0.974,1.145,1,1,1765,Moderate
SC0005903,Murata Manufacturing Co.,Electronic components (capacitors,2021,January,sensors),East Asia and Pacific,1,1,58.5,56.98,64.02,48.73,0.0864,2.695,1.351,1.912,164.78,0.558,0.596,1,1,BRCGS,21,17461,0.919,0.075,0,90.46,0.284,80.57,13892.63,0.676,0.895,8663,6781,4394,High
SC0005933,PT Pupuk Indonesia,Fertilizers (urea,2021,January,ammonia),East Asia and Pacific,1,1,76.73,65.46,84.0,82.45,0.1268,3.164,1.411,3.446,335.89,0.376,0.766,2,0,Fairtrade; BRCGS,21,17316,0.874,0.054,0,90.6,0.343,73.81,20324.11,0.449,1.04,31107,8103,3957,Moderate
SC0005981,Zhejiang Huayou Cobalt Co.,Ltd.,2021,January,Cobalt sulfate and precursor materials,East Asia and Pacific,1,1,76.12,67.16,82.84,78.2,0.1413,1.928,0.885,1.26,112.77,0.633,0.693,3,1,FSSC 22000,33,10,0.895,0.051,1,84.11,0.041,60.67,26577.44,0.981,1.086,28927,13413,6541,Moderate
SC0006027,Cominor/oil and timber exporters,"Crude oil, timber, logs (selected exporters)",2021,February,Congo (Brazzaville),Sub-Saharan Africa,2,Oil and Timber,83.41,81.3,88.74,79.74,0.5207,3.489,0.775,6.088,451.19,0.838,0.522,2,1,RSPO,32,14544,0.953,0.108,0,95.35,0.4,80.51,11625.47,0.898,0.807,41798,6930,3317,High
SC0006059,Furukawa Electric Co.,Ltd.,2021,February,Electrical wiring and copper cables,East Asia and Pacific,1,1,66.91,60.76,65.6,66.65,0.1689,1.507,1.039,1.936,244.01,0.79,0.367,3,1,,31,10876,0.941,0.045,0,96.32,0.359,94.87,17201.17,1.226,0.922,57024,23032,1944,Moderate
SC0006099,Zhejiang Huayou Cobalt Co.,Ltd.,2021,February,Cobalt sulfate and precursor materials,East Asia and Pacific,1,1,69.18,59.75,74.69,73.3,0.0693,2.401,1.105,4.139,189.8,0.783,0.327,3,0,ISO 14001,19,5292,0.925,0.058,1,82.24,0.239,82.01,4007.6,0.948,1.165,46336,13405,3427,Moderate
SC0006192,BHP Group,Nickel,2021,February,iron ore,East Asia and Pacific,1,Australia,61.8,52.46,72.41,52.84,0.0769,2.523,1.287,2.466,313.42,0.708,0.0,2,0,ISO 9001,50,9269,1.0,0.059,1,92.07,0.237,81.86,9797.97,0.928,1.443,22993,11239,2995,Moderate
SC0006196,Murata Manufacturing Co.,Electronic components (capacitors,2021,February,sensors),East Asia and Pacific,1,1,65.21,55.75,74.74,64.12,0.1601,1.773,0.482,3.221,146.26,0.748,0.57,2,1,RSPO,17,5780,0.812,0.087,1,81.3,0.098,78.62,24730.98,0.781,0.704,16818,13199,1,Moderate
SC0006270,COMINOR/OIL AND TIMBER EXPORTERS,"Crude oil, timber, logs (selected exporters)",2021,March,Congo (Brazzaville),Sub-Saharan Africa,2,Oil and Timber,36.19,74.22,69.79,76.42,1.0223,4.392,3.174,5.019,226.58,0.592,0.509,0,0,,1,3113,0.31,0.026,2,83.28,0.418,33.53,20552.82,0.783,1.56,25485,19187,2474,High
SC0006311,BHP Group,Nickel,2021,March,iron ore,East Asia and Pacific,1,Australia,61.63,48.49,68.05,59.97,0.1353,1.346,0.551,4.441,188.22,0.533,0.464,3,0,,27,21720,0.943,0.019,0,97.79,0.231,63.76,32127.25,0.858,1.451,50318,8120,4543,Moderate
SC0006405,Siam Cement Group (SCG),Cement,2021,March,chemicals,East Asia and Pacific,1,Thailand,55.73,47.13,66.95,54.57,0.1857,2.162,1.005,2.255,190.7,0.465,0.453,3,0,ISO 9001,47,18200,0.958,0.013,0,89.5,0.408,76.49,17891.15,0.919,1.008,5290,5020,9261,Moderate
SC0006575,BHP GROUP,Nickel,2021,April,iron ore,East Asia and Pacific,1,Australia,73.67,72.59,78.9,73.28,0.1328,2.83,0.532,2.398,115.13,0.966,0.338,2,1,BRCGS,24,16622,0.791,0.041,0,91.29,0.286,77.5,25465.02,1.107,0.936,73825,11157,5868,Moderate
SC0006612,Cominor/oil and timber exporters,"Crude oil, timber, logs (selected exporters)",2021,April,Congo (Brazzaville),Sub-Saharan Africa,2,Oil and Timber,70.06,72.68,71.67,70.18,0.8452,1.859,2.532,4.436,88.28,0.273,0.638,2,1,Fairtrade,35,15875,0.854,0.016,0,98.58,0.388,78.88,13938.09,1.462,0.66,78835,10430,3311,High
SC0006624,Murata Manufacturing Co.,Electronic components (capacitors,2021,April,sensors),East Asia and Pacific,1,1,69.71,68.8,73.68,69.87,0.1432,1.754,1.446,2.166,53.43,0.963,0.053,3,0,,10,12323,0.971,0.086,0,96.81,0.412,76.13,10971.89,1.261,0.851,23667,23272,3634,Moderate
SC0006756,Nippon Steel Corporation,Steel plates,2021,May,coils,East Asia and Pacific,1,Japan,82.15,71.26,85.35,85.8,0.201,2.269,0.858,1.803,60.23,0.271,0.0,3,1,ISO 9001,30,21202,0.909,0.022,1,86.26,0.444,93.82,21671.47,1.227,0.791,33849,8861,5052,Moderate
SC0006841,Cominor/oil and timber exporters,"Crude oil, timber, logs (selected exporters)",2021,May,Congo (Brazzaville),Sub-Saharan Africa,2,Oil and Timber,62.23,63.99,67.58,55.25,1.0222,3.536,0.655,5.372,232.94,0.511,0.648,1,1,FSSC 22000,24,2150,0.755,0.049,1,93.35,0.255,77.56,22077.68,1.065,1.17,13726,18167,4605,High
SC0006959,Ganfeng Lithium Co.,Ltd.,2021,May,Lithium carbonate and lithium hydroxide,East Asia and Pacific,1,1,91.88,88.94,100.0,90.08,0.0584,1.01,1.042,2.011,179.09,0.641,0.871,2,0,,53,10422,0.825,0.024,0,93.5,0.188,83.8,24638.89,1.044,1.249,41478,15469,4139,Moderate
